smr_capacity,solar_capacity,grid_capacity,industry_demand_thermal_capacity,industry_demand_electricity_capacity,desalination_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-solar_capacity,prefix,ProbabilityWeight-smr_capacity,ProbabilityWeight,ProbabilityWeight-desalination_capacity,PointProbability
540.0,60.0,-1e+200,-3.71,-7.02,-180.0,-3417993342.58,nan,-3417993342.58,-3417993342.58,-3417993342.58,-3417993342.58,-3417993342.58,1.0,nan,0.0909090909091,91,0.272727272727,0.00619834710744,0.25,3.18845015815e-09
540.0,180.0,-1e+200,-3.71,-7.02,-180.0,-3525328364.29,nan,-3525328364.29,-3525328364.29,-3525328364.29,-3525328364.29,-3525328364.29,1.0,nan,0.227272727273,92,0.272727272727,0.0154958677686,0.25,3.18845015815e-09
540.0,360.0,-1e+200,-3.71,-7.02,-180.0,-3686419889.94,nan,-3686419889.94,-3686419889.94,-3686419889.94,-3686419889.94,-3686419889.94,1.0,nan,0.272727272727,93,0.272727272727,0.0185950413223,0.25,3.18845015815e-09
540.0,540.0,-1e+200,-3.71,-7.02,-180.0,-3847170971.33,nan,-3847170971.33,-3847170971.33,-3847170971.33,-3847170971.33,-3847170971.33,1.0,nan,0.272727272727,94,0.272727272727,0.0185950413223,0.25,3.18845015815e-09
540.0,720.0,-1e+200,-3.71,-7.02,-180.0,-4008027281.0,nan,-4008027281.0,-4008027281.0,-4008027281.0,-4008027281.0,-4008027281.0,1.0,nan,0.136363636364,95,0.272727272727,0.00929752066116,0.25,3.18845015815e-09
720.0,60.0,-1e+200,-3.71,-7.02,-180.0,-4527453247.35,nan,-4527453247.35,-4527453247.35,-4527453247.35,-4527453247.35,-4527453247.35,1.0,nan,0.0909090909091,96,0.136363636364,0.00309917355372,0.25,3.18845015815e-09
720.0,180.0,-1e+200,-3.71,-7.02,-180.0,-4634676243.97,nan,-4634676243.97,-4634676243.97,-4634676243.97,-4634676243.97,-4634676243.97,1.0,nan,0.227272727273,97,0.136363636364,0.0077479338843,0.25,3.18845015815e-09
720.0,360.0,-1e+200,-3.71,-7.02,-180.0,-4795723653.99,nan,-4795723653.99,-4795723653.99,-4795723653.99,-4795723653.99,-4795723653.99,1.0,nan,0.272727272727,98,0.136363636364,0.00929752066116,0.25,3.18845015815e-09
720.0,540.0,-1e+200,-3.71,-7.02,-180.0,-4956822995.1,nan,-4956822995.1,-4956822995.1,-4956822995.1,-4956822995.1,-4956822995.1,1.0,nan,0.272727272727,99,0.136363636364,0.00929752066116,0.25,3.18845015815e-09
720.0,720.0,-1e+200,-3.71,-7.02,-180.0,-5118061058.48,nan,-5118061058.48,-5118061058.48,-5118061058.48,-5118061058.48,-5118061058.48,1.0,nan,0.136363636364,100,0.136363636364,0.00464876033058,0.25,3.18845015815e-09
60.0,60.0,-1e+200,-3.71,-7.02,0.0,-439191791.505,nan,-439191791.505,-439191791.505,-439191791.505,-439191791.505,-439191791.505,1.0,nan,0.0909090909091,101,0.0909090909091,0.00103305785124,0.125,3.18845015815e-09
60.0,180.0,-1e+200,-3.71,-7.02,0.0,-546466294.32,nan,-546466294.32,-546466294.32,-546466294.32,-546466294.32,-546466294.32,1.0,nan,0.227272727273,102,0.0909090909091,0.0025826446281,0.125,3.18845015815e-09
60.0,360.0,-1e+200,-3.71,-7.02,0.0,-707332994.617,nan,-707332994.617,-707332994.617,-707332994.617,-707332994.617,-707332994.617,1.0,nan,0.272727272727,103,0.0909090909091,0.00309917355372,0.125,3.18845015815e-09
60.0,540.0,-1e+200,-3.71,-7.02,0.0,-868447908.473,nan,-868447908.473,-868447908.473,-868447908.473,-868447908.473,-868447908.473,1.0,nan,0.272727272727,104,0.0909090909091,0.00309917355372,0.125,3.18845015815e-09
60.0,720.0,-1e+200,-3.71,-7.02,0.0,-1028961873.79,nan,-1028961873.79,-1028961873.79,-1028961873.79,-1028961873.79,-1028961873.79,1.0,nan,0.136363636364,105,0.0909090909091,0.00154958677686,0.125,3.18845015815e-09
180.0,60.0,-1e+200,-3.71,-7.02,0.0,-1178803364.41,nan,-1178803364.41,-1178803364.41,-1178803364.41,-1178803364.41,-1178803364.41,1.0,nan,0.0909090909091,106,0.227272727273,0.0025826446281,0.125,3.18845015815e-09
180.0,180.0,-1e+200,-3.71,-7.02,0.0,-1286091250.77,nan,-1286091250.77,-1286091250.77,-1286091250.77,-1286091250.77,-1286091250.77,1.0,nan,0.227272727273,107,0.227272727273,0.00645661157025,0.125,3.18845015815e-09
180.0,360.0,-1e+200,-3.71,-7.02,0.0,-1447172202.74,nan,-1447172202.74,-1447172202.74,-1447172202.74,-1447172202.74,-1447172202.74,1.0,nan,0.272727272727,108,0.227272727273,0.0077479338843,0.125,3.18845015815e-09
180.0,540.0,-1e+200,-3.71,-7.02,0.0,-1607938259.47,nan,-1607938259.47,-1607938259.47,-1607938259.47,-1607938259.47,-1607938259.47,1.0,nan,0.272727272727,109,0.227272727273,0.0077479338843,0.125,3.18845015815e-09
