hour,solar_cf,demand
2080,0.374722522,-21068.79353
2081,0.139699548,-20886.82636
2082,0.059026528,-21327.41007
2083,0,-23426.38415
2084,0,-28356.83598
2085,0,-27500.90364
2086,0,-24594.23568
2087,0,-20373.79912
2088,0,-17876.12812
2089,0,-16105.20994
2090,0,-15659.73372
2091,0,-15347.21369
2092,0,-15101.04302
2093,0,-15489.78325
2094,0,-17037.19082
2095,0.004686476,-19358.13051
2096,0.151414759,-22243.51174
2097,0.266735392,-24541.6197
2098,0.445074158,-25346.56691
2099,0.484331637,-25925.85766
2100,0.687253074,-26275.20028
2101,0.78624382,-26737.84322
2102,0.65046815,-26368.07221
2103,0.685828913,-27160.91688
2104,0.32023445,-27179.02776
2105,0.243224328,-26964.95884
2106,0.061742093,-26080.44392
2107,0,-28266.02407
2108,0,-32436.67716
2109,0,-31508.64462
2110,0,-28869.69156
2111,0,-24963.92086
2112,0,-21809.36556
2113,0,-19670.39303
2114,0,-18860.81081
2115,0,-18375.85115
2116,0,-18211.8232
2117,0,-18383.57617
2118,0,-19723.78151
2119,0.006621469,-21807.30555
2120,0.090945026,-24115.97104
2121,0.317710699,-26578.53612
2122,0.353209674,-27955.90739
2123,0.446699703,-28231.34731
2124,0.496922093,-28275.63743
2125,0.718554312,-27884.75136
2126,0.636353519,-27095.7692
2127,0.597655903,-27516.61118
2128,0.433594522,-27799.51863
2129,0.24270539,-27465.88354
2130,0.055307886,-27005.64395
2131,0,-28667.296
2132,0,-32254.70999
2133,0,-31588.1265
2134,0,-29253.53927
2135,0,-25249.23164
2136,0,-22477.57989
2137,0,-20392.68251
2138,0,-19710.73481
2139,0,-19194.53173
2140,0,-19187.49338
2141,0,-19222.17014
2142,0,-21135.05704
2143,0.007067409,-22726.32557
2144,0.133277684,-24489.08956
2145,0.316503434,-26808.48424
2146,0.527841807,-27633.68817
2147,0.623512466,-26938.7796
2148,0.683079905,-26755.4391
2149,0.81236323,-26725.05402
2150,0.720023291,-26862.81689
2151,0.654002446,-26694.0681
2152,0.517549223,-26672.52387
2153,0.212158124,-25949.11856
2154,0.070994143,-25504.84401
2155,0,-27405.28505
2156,0,-32136.603
2157,0,-30909.61214
2158,0,-28228.2573
2159,0,-23544.57697
2160,0,-20683.74414
2161,0,-19289.46365
2162,0,-18618.84599
2163,0,-18163.84224
2164,0,-17886.85731
2165,0,-18086.67786
2166,0,-19386.71309
2167,0.007524557,-21088.02025
2168,0.135727263,-23304.75798
2169,0.366271199,-25736.16547
2170,0.505733932,-26843.07517
2171,0.652786527,-26955.43131
2172,0.734681326,-27131.8193
2173,0.759246299,-26727.97236
2174,0.61164271,-26662.13801
2175,0.576429817,-26563.60107
2176,0.351648473,-26466.60914
2177,0.274631847,-26046.02466
2178,0.074969737,-25138.59217
2179,0,-26591.92615
2180,0,-31522.03465
2181,0,-30887.46708
2182,0,-27854.88128
2183,0,-24408.92101
2184,0,-21174.36882
2185,0,-19160.28413
2186,0,-18287.70008
2187,0,-17954.92333
2188,0,-16828.61525
2189,0,-17491.07873
2190,0,-17955.26667
2191,0.013303142,-18890.25173
2192,0.109610842,-19673.48304
2193,0.118887536,-21406.46279
2194,0.464271836,-22341.79118
2195,0.51820373,-22160.68235
2196,0.527131192,-22253.3826
2197,0.787955545,-21677.52519
2198,0.604120403,-21772.02795
2199,0.562060057,-21096.3461
2200,0.444665129,-21012.74421
2201,0.288679708,-20936.18066
2202,0.100860262,-21283.54912
2203,0,-24121.55022
2204,0,-28308.51169
2205,0,-27558.66963
2206,0,-24763.15614
2207,0,-20653.18739
2208,0,-18034.23355
2209,0,-17861.10724
2210,0,-17051.86836
2211,0,-16817.80022
2212,0,-16398.58907
2213,0,-16439.18835
2214,0,-17931.66244
2215,0.010019887,-19019.94625
2216,0.086706666,-20837.90123
2217,0.365926694,-22667.01457
2218,0.621116898,-23834.00777
2219,0.720627773,-23648.17809
2220,0.73453285,-23626.63386
2221,0.787514915,-24080.00677
2222,0.783538173,-23855.20866
2223,0.636739065,-23472.99178
2224,0.532562133,-23253.42951
2225,0.309162058,-22845.11922
2226,0.106946866,-21240.71816
2227,0,-24320.6841
2228,0,-29574.04182
2229,0,-28695.70691
2230,0,-25453.51553
2231,0,-21216.2556
2232,0,-17100.27849
2233,0,-17289.28401
2234,0,-15697.58632
2235,0,-15930.19529
2236,0,-15496.64994
2237,0,-15429.52808
2238,0,-15972.1679
2239,0.006798348,-16673.08482
2240,0.129956429,-17816.38795
2241,0.282423318,-20048.2324
2242,0.497281067,-21788.33633
2243,0.547210536,-21126.13035
2244,0.729801344,-20636.44984
2245,0.870412337,-20746.57431
2246,0.655803081,-20572.50383
2247,0.544914113,-20361.52492
2248,0.38001723,-19965.23134
2249,0.286369294,-19530.82765
2250,0.087450732,-20232.68874
2251,0,-23086.74072
2252,0,-26917.83621
2253,0,-27030.96485
2254,0,-24409.17851
2255,0,-19832.44681
2256,0,-17274.34897
2257,0,-16202.37353
2258,0,-15152.37149
2259,0,-14197.73055
2260,0,-14348.19679
2261,0,-13684.01664
2262,0,-14229.23146
2263,0.015098972,-15538.10755
2264,0.118086845,-16914.79215
2265,0.365636828,-18852.22746
2266,0.550364446,-20740.73763
2267,0.697293974,-20670.78327
2268,0.78253936,-20480.23275
2269,0.841658586,-21235.31065
2270,0.800307984,-21299.34249
2271,0.671684753,-21228.44396
2272,0.518754957,-21511.09391
2273,0.321478407,-21726.36449
2274,0.090981196,-21796.23302
2275,0,-24359.99587
2276,0,-28403.87278
2277,0,-27453.95268
2278,0,-24806.33043
2279,0,-20840.9054
2280,0,-17925.91159
2281,0,-16194.90601
2282,0,-14985.6827
2283,0,-14560.46321
2284,0,-15037.69785
2285,0,-15096.83717
2286,0,-17009.63825
2287,0.008493696,-18803.90316
2288,0.153438216,-21761.98543
2289,0.289363949,-24314.50408
2290,0.496240209,-25636.94187
2291,0.62600854,-25695.48036
2292,0.672728209,-25484.67312
2293,0.748097282,-25889.20673
2294,0.781128664,-25643.89439
2295,0.584678997,-25756.4222
2296,0.503314743,-25751.87302
2297,0.182365068,-25337.81188
2298,0.083755796,-24672.68756
2299,0,-26838.35433
2300,0,-31236.0372
2301,0,-30638.4639
2302,0,-27503.13531
2303,0,-24399.13598
2304,0,-21264.66573
2305,0,-19137.1949
2306,0,-18526.3174
2307,0,-18047.28025
2308,0,-17650.72917
2309,0,-18246.15663
2310,0,-19433.06321
2311,0.007662944,-21012.22921
2312,0.133506754,-23519.94274
2313,0.200164126,-25903.36927
2314,0.398963803,-26473.905
2315,0.524750626,-25707.92623
2316,0.682011965,-26519.31095
2317,0.597762605,-25946.88689
2318,0.542144375,-25492.65564
2319,0.578060105,-26039.32964
2320,0.47588584,-26182.50003
2321,0.290141893,-26298.20368
2322,0.089001318,-25653.93692
2323,0,-27435.41263
2324,0,-32362.51695
2325,0,-31523.75132
2326,0,-28570.04657
2327,0,-24817.83213
2328,0,-21907.64499
2329,0,-19722.40817
2330,0,-18805.44816
2331,0,-17642.48914
2332,0,-17845.74303
2333,0,-18461.77056
2334,0,-19641.72462
2335,0.006674022,-21497.44637
2336,0.150152185,-23543.46114
2337,0.168209645,-25529.64991
2338,0.204491553,-26872.34442
2339,0.284516749,-26596.99033
2340,0.278306145,-26857.58105
2341,0.454702672,-26283.18281
2342,0.210241636,-26213.31428
2343,0.415986905,-26966.33218
2344,0.406784132,-26679.39056
2345,0.238784686,-26384.63808
2346,0.074082391,-26770.45997
2347,0,-28156.50044
2348,0,-31871.37728
2349,0,-31326.33412
2350,0,-28082.7694
2351,0,-24586.59649
2352,0,-21679.0702
2353,0,-19779.57333
2354,0,-18794.89063
2355,0,-18386.83785
2356,0,-18262.55084
2357,0,-18517.99154
2358,0,-19745.41157
2359,0.006261975,-22046.09454
2360,0.13377666,-23542.43113
2361,0.236313111,-25962.68026
2362,0.354532692,-26637.50378
2363,0.432751797,-27027.78901
2364,0.560019659,-26787.54085
2365,0.361230704,-26683.68224
2366,0.470541507,-26116.06485
2367,0.448625877,-26013.75124
2368,0.389789357,-26039.15797
2369,0.282127059,-25878.30586
2370,0.059490777,-25790.58396
2371,0,-27810.16199
2372,0,-31083.76845
2373,0,-31136.2986
2374,0,-27596.26474
2375,0,-23816.15438
2376,0,-21052.91432
2377,0,-19458.46995
2378,0,-18391.12953
2379,0,-18081.69951
2380,0,-18249.58997
2381,0,-18179.29228
2382,0,-18500.9965
2383,0.009016395,-19941.02627
2384,0.154541958,-21723.44615
2385,0.254086451,-24250.64391
2386,0.448561836,-24984.69258
2387,0.612388168,-25650.58941
2388,0.484052498,-25419.78294
2389,0.575241471,-25176.01561
2390,0.770405376,-25068.03698
2391,0.585002389,-24621.01575
2392,0.397019374,-24580.50231
2393,0.249573135,-23783.45179
2394,0.066512324,-24341.54166
2395,0,-25926.716
2396,0,-29636.01365
2397,0,-28105.68696
2398,0,-25596.60009
2399,0,-22456.20733
2400,0,-19833.82015
2401,0,-18099.38123
2402,0,-16536.86695
2403,0,-16696.68905
2404,0,-16849.81614
2405,0,-16660.20979
2406,0,-17338.98165
2407,0.009699236,-17630.64411
2408,0.155431272,-18373.79115
2409,0.329375675,-20163.24938
2410,0.402183705,-21316.16587
2411,0.63204341,-21243.97984
2412,0.76711855,-21026.64925
2413,0.621740758,-20814.297
2414,0.465353933,-21013.51671
2415,0.645089439,-20454.31101
2416,0.510510797,-20289.16723
2417,0.250517642,-19997.67643
2418,0.085243875,-19488.2542
2419,0,-22178.02073
2420,0,-26728.31569
2421,0,-26898.60949
2422,0,-25009.49849
2423,0,-21260.63155
2424,0,-18024.44852
2425,0,-16517.12523
2426,0,-15513.98832
2427,0,-15055.20789
2428,0,-15011.08944
2429,0,-15400.77384
2430,0,-17212.11963
2431,0.007846875,-19330.2346
2432,0.096453491,-21980.00269
2433,0.29473414,-24278.19648
2434,0.271994776,-25227.85908
2435,0.522764587,-25327.94102
2436,0.44014662,-25600.4626
2437,0.573014632,-25440.383
2438,0.554138063,-24917.57073
2439,0.561681931,-25646.2119
2440,0.453427208,-25913.9268
2441,0.215507546,-25964.48277
2442,0.046348529,-25590.33424
2443,0,-27557.98296
2444,0,-32308.09847
2445,0,-30979.22317
2446,0,-28530.13396
2447,0,-24113.99687
2448,0,-21047.42097
2449,0,-19022.43542
2450,0,-18327.18352
2451,0,-18035.26355
2452,0,-17724.88937
2453,0,-18306.49763
2454,0,-19598.63617
2455,0.016516141,-21627.57006
2456,0.126183947,-23986.27652
2457,0.177202062,-26070.22972
2458,0.401606081,-26522.65846
2459,0.441462093,-27130.01679
2460,0.518903779,-27042.12322
2461,0.751162148,-27172.59024
2462,0.529257986,-26763.59329
2463,0.434419226,-26724.10985
2464,0.48026754,-26687.54475
2465,0.241191677,-26562.48524
2466,0.092661123,-26187.90755
2467,0,-27964.66241
2468,0,-31386.24595
2469,0,-30689.01987
2470,0,-27732.74011
2471,0,-24137.8586
2472,0,-21616.06836
2473,0,-19616.23205
2474,0,-18580.82171
2475,0,-18121.09712
2476,0,-18553.01164
2477,0,-18598.6751
2478,0,-19850.64352
2479,0.006440753,-21410.75446
2480,0.154461377,-23463.63592
2481,0.27243173,-25670.58863
2482,0.589167973,-26143.27409
2483,0.666695653,-26516.39261
2484,0.726310519,-26529.52515
2485,0.782636401,-26189.10922
2486,0.720170571,-26107.56733
2487,0.554737285,-26490.47087
2488,0.407598663,-25715.82292
2489,0.270036268,-25073.44449
2490,0.056996525,-25598.05926
2491,0,-27029.50568
2492,0,-32089.13704
2493,0,-30682.58235
2494,0,-27874.79466
2495,0,-24159.91783
2496,0,-20994.37582
2497,0,-19663.26885
2498,0,-18734.4638
2499,0,-18560.04999
2500,0,-18338.34188
2501,0,-18736.26631
2502,0,-20004.71478
2503,0.018493861,-22263.25346
2504,0.096614346,-24249.95724
2505,0.215043801,-25937.78853
2506,0.383150823,-26702.13645
2507,0.303261207,-26911.14119
2508,0.486768768,-27059.89077
2509,0.641372009,-27025.64317
2510,0.619298579,-26512.35843
2511,0.661318247,-26689.08975
2512,0.41237784,-26956.11798
2513,0.237445172,-26646.2588
2514,0.076072108,-26167.04999
2515,0,-27943.54735
2516,0,-32936.48603
2517,0,-31182.13372
2518,0,-28768.49378
2519,0,-25154.55722
2520,0,-21931.33506
2521,0,-20161.96188
2522,0,-19013.76623
2523,0,-18405.1204
2524,0,-18081.27035
2525,0,-18476.9631
2526,0,-19807.98424
2527,0.010216198,-21922.40836
2528,0.122530814,-23938.89639
2529,0.22094765,-26026.28294
2530,0.486827034,-26714.75399
2531,0.60612802,-26447.63992
2532,0.76109227,-26769.2583
2533,0.738413824,-26351.42049
2534,0.621907336,-25822.42821
2535,0.625491874,-26436.56739
2536,0.341852188,-26423.00569
2537,0.226490607,-26220.2668
2538,0.064495266,-25725.77961
2539,0,-27503.82198
2540,0,-31700.05347
2541,0,-30551.51449
2542,0,-28498.28971
2543,0,-24792.76872
2544,0,-21562.67988
2545,0,-19536.0635
2546,0,-18415.24876
2547,0,-17862.05141
2548,0,-17912.09238
2549,0,-18216.11488
2550,0,-18953.42523
2551,0.014215341,-20328.56483
2552,0.179161148,-22212.01082
2553,0.216207198,-24414.75769
2554,0.59921857,-25375.40699
2555,0.617432457,-25480.63894
2556,0.771934405,-23671.09565
2557,0.628596352,-21602.76416
2558,0.729075734,-21285.09412
2559,0.641234686,-22821.68666
2560,0.486294961,-22716.79804
2561,0.310169238,-23681.05235
2562,0.076667054,-23964.21729
2563,0,-26223.87181
2564,0,-30739.31834
2565,0,-30079.17237
2566,0,-27661.75575
2567,0,-23402.52242
2568,0,-20360.23742
2569,0,-18471.72725
2570,0,-17443.78443
2571,0,-17283.01816
2572,0,-16802.95101
2573,0,-16775.14094
2574,0,-16997.36404
2575,0.010255388,-17636.4808
2576,0.137463735,-18936.00102
2577,0.380440764,-20695.24584
2578,0.568367862,-21808.33555
2579,0.669279897,-21664.73599
2580,0.776591631,-21316.68087
2581,0.814952169,-21292.30414
2582,0.780968322,-21418.99449
2583,0.651663142,-20649.23905
2584,0.494977305,-20382.38248
2585,0.275596638,-20690.26749
2586,0.082468878,-20996.17833
2587,0,-23060.99065
2588,0,-27970.32743
2589,0,-27756.68767
2590,0,-25449.22386
2591,0,-21461.65377
2592,0,-17902.73652
2593,0,-16235.84863
2594,0,-15456.56566
2595,0,-14802.0847
2596,0,-14745.17704
2597,0,-15159.75318
2598,0,-16571.28621
2599,0.010330288,-18284.26674
2600,0.095610683,-21365.17684
2601,0.19609975,-23815.46772
2602,0.463614976,-25050.09776
2603,0.300143622,-24876.62812
2604,0.512132387,-25183.31146
2605,0.538393002,-25303.39262
2606,0.468826512,-24658.26752
2607,0.532562687,-25679.94449
2608,0.434423445,-25718.74126
2609,0.164440351,-25852.98496
2610,0.06205212,-25379.2695
2611,0,-26978.69221
2612,0,-31359.98088
2613,0,-30201.05603
2614,0,-27781.23608
2615,0,-24125.67023
2616,0,-21072.82771
2617,0,-19367.0572
2618,0,-18498.59316
2619,0,-18089.93954
2620,0,-17747.2061
2621,0,-18370.61531
2622,0,-19441.4749
2623,0.014305278,-21813.3139
2624,0.135234895,-23959.92561
2625,0.346461657,-25591.10674
2626,0.448344093,-26475.36417
2627,0.614372424,-26454.07744
2628,0.819306468,-26772.00498
2629,0.645797802,-26616.73205
2630,0.667583712,-26254.60023
2631,0.645417896,-27119.45926
2632,0.469965834,-26748.40075
2633,0.292940993,-26370.56138
2634,0.077263829,-25632.22102
2635,0,-28299.58499
2636,0,-32079.78118
2637,0,-31360.49588
2638,0,-28509.87724
2639,0,-24502.9946
2640,0,-21716.9228
2641,0,-19669.19136
2642,0,-18953.25357
2643,0,-18422.88795
2644,0,-18230.36325
2645,0,-19169.12499
2646,0,-20040.07821
2647,0.020593848,-22179.30824
2648,0.132440477,-24360.42504
2649,0.308637221,-26497.68089
2650,0.4356968,-27357.21825
2651,0.773321329,-27163.66355
2652,0.675756782,-26874.40443
2653,0.722419976,-26932.17042
2654,0.703224024,-26583.08529
2655,0.644664797,-27203.14699
2656,0.47206369,-27288.63723
2657,0.30447997,-26708.31647
2658,0.082444101,-26108.16816
2659,0,-28818.87808
2660,0,-32291.01759
2661,0,-31449.50529
2662,0,-28784.80216
2663,0,-24862.89475
2664,0,-22117.16473
2665,0,-20414.6559
2666,0,-19340.7063
2667,0,-18758.15387
2668,0,-18477.30643
2669,0,-18913.08346
2670,0,-19956.04715
2671,0.009446153,-21586.54161
2672,0.13506416,-23706.71658
2673,0.284601338,-26018.21458
2674,0.456639228,-26829.0843
2675,0.409629853,-26507.89509
2676,0.655753372,-26407.64148
2677,0.466295529,-26590.03781
2678,0.664605437,-26272.71111
2679,0.356420633,-26598.192
2680,0.260921151,-26772.60581
2681,0.178391731,-26775.18082
2682,0.070922684,-25751.87302
2683,0,-28172.12215
2684,0,-32470.23808
2685,0,-31334.74581
2686,0,-27953.58988
2687,0,-24479.56203
2688,0,-21733.48868
2689,0,-19927.0354
2690,0,-18861.32582
2691,0,-18701.58955
2692,0,-18729.74296
2693,0,-18683.5645
2694,0,-19882.14444
2695,0.010161341,-21510.8364
2696,0.090580834,-23560.28452
2697,0.294852445,-25121.51129
2698,0.471335519,-26138.72491
2699,0.432460625,-26336.91462
2700,0.625954618,-26288.93366
2701,0.740479851,-26682.65223
2702,0.461965668,-27093.10836
2703,0.348592318,-27324.17232
2704,0.303973331,-27290.8689
2705,0.201302567,-27169.58607
2706,0.073799178,-26630.29376
2707,0,-28137.70288
2708,0,-31414.57102
2709,0,-30511.00105
2710,0,-28319.24088
2711,0,-24834.31217
2712,0,-21720.35614
2713,0,-19565.50441
2714,0,-18741.24465
2715,0,-18300.40345
2716,0,-18199.20567
2717,0,-18496.36148
2718,0,-19070.75972
2719,0.010953501,-20509.15866
2720,0.133050659,-22658.86038
2721,0.383780961,-24733.02856
2722,0.272186463,-26781.36084
2723,0.644673378,-26440.77324
2724,0.752178253,-25762.51638
2725,0.643307527,-25865.08749
2726,0.373513162,-25026.83687
2727,0.341528298,-25027.6952
2728,0.164009508,-25218.58906
2729,0.185397293,-24713.63017
2730,0.041954526,-24187.64207
2731,0,-26993.02642
2732,0,-30584.38875
2733,0,-29407.09553
2734,0,-27384.94249
2735,0,-23601.31296
2736,0,-20510.87533
2737,0,-17972.17588
2738,0,-15547.46341
2739,0,-16304.25798
2740,0,-16353.78395
2741,0,-16563.99036
2742,0,-17022.25578
2743,0.011612213,-17262.07477
2744,0.131036933,-18346.0669
2745,0.366296034,-20548.47044
2746,0.485289442,-21559.24654
2747,0.532526797,-21873.99823
2748,0.537308199,-21442.94205
2749,0.655437201,-21171.36464
2750,0.742058774,-21339.68427
2751,0.58675862,-21512.89641
2752,0.485945183,-21108.1053
2753,0.21190508,-21209.98975
2754,0.068158146,-21303.80584
2755,0,-23224.41776
2756,0,-27638.66652
2757,0,-26382.23474
2758,0,-24751.65445
2759,0,-20860.90462
2760,0,-18242.20829
2761,0,-16465.28175
2762,0,-15609.52108
2763,0,-14821.99809
2764,0,-14608.70167
2765,0,-15524.97501
2766,0,-17359.15254
2767,0.010479064,-19232.72767
2768,0.125282734,-21402.25694
2769,0.293526233,-24454.1553
2770,0.44855822,-25360.90111
2771,0.586172773,-25421.75711
2772,0.504274128,-25336.52438
2773,0.547278085,-25468.36474
2774,0.555874338,-25609.38929
2775,0.463320415,-25914.4418
2776,0.398057522,-25820.45404
2777,0.20644227,-25047.26526
2778,0.05413597,-24245.57973
2779,0,-26173.05834
2780,0,-31006.17491
2781,0,-30582.92958
2782,0,-27781.75108
2783,0,-24302.91655
2784,0,-21270.24491
2785,0,-19539.58267
2786,0,-18603.48178
2787,0,-18421.94378
2788,0,-17954.065
2789,0,-17710.126
2790,0,-19307.91787
2791,0.015390581,-21374.5327
2792,0.065985656,-23592.12877
2793,0.284313085,-25879.9367
2794,0.539520682,-26489.5267
2795,0.585597333,-26409.44399
2796,0.275945939,-26453.64827
2797,0.518431324,-26156.49246
2798,0.610734262,-26258.89191
2799,0.528069127,-25864.65833
2800,0.37855075,-26346.09881
2801,0.243330013,-26267.0461
2802,0.054813002,-25897.70425
2803,0,-28033.6726
2804,0,-32387.92369
2805,0,-31438.08942
2806,0,-28885.99993
2807,0,-25276.95588
2808,0,-22462.90234
2809,0,-20187.28278
2810,0,-18705.02289
2811,0,-18291.39092
2812,0,-18576.78754
2813,0,-18762.53138
2814,0,-19833.04764
2815,0.008590755,-21801.64053
2816,0.145469503,-24265.57895
2817,0.263062321,-26292.71033
2818,0.223134318,-27213.18952
2819,0.334025473,-26796.21004
2820,0.58427717,-26215.46012
2821,0.554246611,-26650.37881
2822,0.395590879,-26280.00696
2823,0.239893399,-27094.05253
2824,0.195511047,-27071.30663
2825,0.117040012,-26640.59378
2826,0.091297545,-26667.88886
2827,0,-28524.89811
2828,0,-31663.14504
2829,0,-30506.70937
2830,0,-28805.57388
2831,0,-24627.28161
2832,0,-21846.96066
2833,0,-20344.61571
2834,0,-18992.05034
2835,0,-18618.15932
2836,0,-18488.03563
2837,0,-18583.74006
2838,0,-20252.43046
2839,0.011300057,-21983.77937
2840,0.110721382,-23395.91323
2841,0.255163851,-26018.72958
2842,0.278665447,-26802.9909
2843,0.443910259,-27236.79375
2844,0.459264917,-26787.36919
2845,0.582121608,-26609.1787
2846,0.507467046,-25847.23411
2847,0.384422504,-26574.75944
2848,0.334680501,-26703.08062
2849,0.120370272,-26413.64983
2850,0.042360685,-26075.2939
2851,0,-28238.81483
2852,0,-32686.79617
2853,0,-31321.52744
2854,0,-28933.7234
2855,0,-25481.66894
2856,0,-22158.79401
2857,0,-19955.87548
2858,0,-18496.10398
2859,0,-18049.68359
2860,0,-17997.06762
2861,0,-18853.42913
2862,0,-20222.73204
2863,0.009606283,-22096.56468
2864,0.107495992,-24243.77722
2865,0.27801608,-26092.80395
2866,0.282421596,-27089.67501
2867,0.576348179,-26651.75215
2868,0.545305463,-26935.68959
2869,0.549910895,-26862.90273
2870,0.658919267,-26408.07065
2871,0.596608636,-26479.05501
2872,0.457106216,-26740.50406
2873,0.141993515,-26551.06937
2874,0.071342621,-26065.93804
2875,0,-27849.38793
2876,0,-31703.91598
2877,0,-30980.42484
2878,0,-27427.77344
2879,0,-24095.71432
2880,0,-21243.80817
2881,0,-19346.14814
2882,0,-18457.42738
2883,0,-17526.33916
2884,0,-17356.9037
2885,0,-18030.64571
2886,0,-18740.33482
2887,0.011705681,-18507.98764
2888,0.107387627,-20319.59093
2889,0.18478552,-21769.93361
2890,0.476877555,-22633.89998
2891,0.531532151,-22779.79988
2892,0.656316586,-22349.9282
2893,0.709555201,-22618.63877
2894,0.52330623,-22114.60689
2895,0.567637788,-22157.45501
2896,0.378878653,-21716.80264
2897,0.22786411,-21680.6667
2898,0.062156462,-22020.46463
2899,0,-24398.14031
2900,0,-28653.80296
2901,0,-27735.49107
2902,0,-25604.26503
2903,0,-21858.67265
2904,0,-18552.93868
2905,0,-16720.26433
2906,0,-16076.23361
2907,0,-15787.00882
2908,0,-15582.96955
2909,0,-15608.14024
2910,0,-15886.02213
2911,0.012717346,-16643.19008
2912,0.107376153,-18014.20967
2913,0.312041285,-21005.49236
2914,0.468586657,-21231.92131
2915,0.601788869,-20481.23809
2916,0.703526603,-20571.844
2917,0.744634606,-20973.97427
2918,0.709085957,-20382.99299
2919,0.561161527,-20416.19341
2920,0.445459107,-19935.9546
2921,0.162280151,-19874.97843
2922,0.053228026,-19794.15754
2923,0,-22683.21245
2924,0,-27619.91297
2925,0,-26759.34561
2926,0,-24803.37026
2927,0,-20793.10578
2928,0,-18037.8654
2929,0,-16216.40947
2930,0,-15325.35403
2931,0,-14995.66729
2932,0,-14854.72857
2933,0,-15070.72016
2934,0,-16152.82396
2935,0.016207574,-19025.33016
2936,0.119764121,-21486.79657
2937,0.259544428,-23671.84455
2938,0.346649518,-24635.25769
2939,0.357387651,-25116.09734
2940,0.677558651,-25428.7547
2941,0.585643134,-25258.89006
2942,0.437240365,-25164.19847
2943,0.629208864,-25615.06504
2944,0.420054618,-25653.63864
2945,0.259426621,-25013.74939
2946,0.055749969,-23944.65797
2947,0,-26040.1472
2948,0,-30414.08851
2949,0,-29193.53517
2950,0,-27093.03325
2951,0,-23207.41628
2952,0,-20191.72252
2953,0,-18478.8965
2954,0,-17744.91649
2955,0,-17570.03918
2956,0,-17425.52978
2957,0,-17247.16762
2958,0,-18444.21974
2959,0.01182218,-20857.75668
2960,0.159155994,-22992.96969
2961,0.354877818,-25124.16569
2962,0.2943786,-26108.28189
2963,0.525254082,-25779.67666
2964,0.562683596,-26103.20054
2965,0.681537145,-25923.12172
2966,0.243628739,-25134.99789
2967,0.476754198,-25429.2697
2968,0.365935647,-26099.52687
2969,0.234672249,-25957.57102
2970,0.041640032,-25939.74339
2971,0,-28168.62228
2972,0,-32674.19795
2973,0,-31188.59055
2974,0,-28954.71185
2975,0,-25464.97646
2976,0,-21934.98513
2977,0,-19876.77055
2978,0,-19088.25189
2979,0,-18315.18327
2980,0,-18204.1833
2981,0,-18642.26067
2982,0,-19970.48364
2983,0.010959049,-21869.55155
2984,0.154021228,-24547.42813
2985,0.350128308,-26326.44964
2986,0.281459307,-27087.73598
2987,0.511493572,-27058.70699
2988,0.375763036,-27030.62935
2989,0.611630316,-26649.28561
2990,0.441048041,-26225.76839
2991,0.350559653,-26629.28983
2992,0.378025594,-26631.23921
2993,0.155719979,-26947.88463
2994,0.048708283,-26512.32576
2995,0,-28892.37857
2996,0,-32612.72538
2997,0,-31070.75537
2998,0,-29981.71622
2999,0,-27977.10756
3000,0,-24755.17291
3001,0,-20418.2695
3002,0,-19131.83031
3003,0,-18954.06899
3004,0,-18462.91214
3005,0,-19002.18728
3006,0,-20438.17001
3007,0.012103212,-22565.38936
3008,0.097368409,-24329.5529
3009,0.157633565,-26398.61363
3010,0.414065473,-27275.8594
3011,0.453940841,-26883.14857
3012,0.532029728,-26984.88466
3013,0.460739016,-26704.23834
3014,0.387397954,-26853.23495
3015,0.318041688,-27047.13954
3016,0.315903897,-27601.55515
3017,0.177806712,-27091.42914
3018,0.051706192,-27153.95815
3019,0,-28771.43787
3020,0,-32510.03911
3021,0,-31058.85097
3022,0,-28603.65041
3023,0,-25103.76949
3024,0,-22215.16092
3025,0,-20211.5055
3026,0,-19089.31571
3027,0,-18770.06719
3028,0,-18412.26138
3029,0,-18814.23714
3030,0,-20041.34817
3031,0.013309852,-22408.30266
3032,0.087639774,-24481.71293
3033,0.277882171,-26329.39419
3034,0.31844782,-26523.36465
3035,0.47214101,-26972.85758
3036,0.204300727,-27316.20089
3037,0.243159318,-27128.26931
3038,0.369802065,-26468.50379
3039,0.160198928,-27084.25759
3040,0.204655969,-27123.94372
3041,0.109703101,-27234.87522
3042,0.041906815,-27013.56572
3043,0,-29180.01386
3044,0,-32730.45075
3045,0,-31601.44749
3046,0,-29071.5889
3047,0,-25329.93199
3048,0,-22294.51367
3049,0,-20472.45348
3050,0,-19482.05427
3051,0,-18888.63531
3052,0,-18413.16884
3053,0,-19033.84854
3054,0,-19617.94598
3055,0.013211681,-20597.30173
3056,0.133145114,-22663.57311
3057,0.319309616,-25104.92315
3058,0.426977251,-26422.1128
3059,0.464828644,-26351.99883
3060,0.505211087,-26450.99368
3061,0.448396057,-26244.60528
3062,0.346393602,-25375.49327
3063,0.207161356,-25644.61248
3064,0.256394891,-25489.27422
3065,0.070038742,-25287.05406
3066,0.036120403,-25961.18474
3067,0,-28117.23742
3068,0,-30540.76539
3069,0,-29249.29635
3070,0,-27454.70527
3071,0,-23942.75615
3072,0,-20798.03737
3073,0,-19102.77569
3074,0,-18223.65112
3075,0,-17500.7093
3076,0,-17308.13311
3077,0,-17541.93946
3078,0,-18042.41354
3079,0.015618758,-18454.655
