hour,solar_cf,price
1367,0,14.6
1368,0,15.9
1369,0,17.1
1370,0,19.5
1371,0,19.5
1372,0,19.1
1373,0,18
1374,0,16.3
1375,0.001277583,15
1376,0.135215618,14.2
1377,0.299215835,13.6
1378,0.492698904,12.9
1379,0.670704329,12.9
1380,0.763668253,13.1
1381,0.706971117,13.2
1382,0.749346992,13.4
1383,0.617937982,13.3
1384,0.552500151,13.3
1385,0.37511783,13.5
1386,0.140753847,13.9
1387,0.001425876,14.1
1388,0,12.8
1389,0,13.2
1390,0,13.2
1391,0,14.3
1392,0,15.9
1393,0,18.3
1394,0,19.9
1395,0,20.2
1396,0,21
1397,0,20.3
1398,0,18.8
1399,0.002900257,17
1400,0.112943522,15.6
1401,0.240099467,14
1402,0.555682441,14
1403,0.589166651,14.2
1404,0.671426059,15
1405,0.818568192,15.6
1406,0.774395099,16
1407,0.60592461,16.2
1408,0.461731847,16.9
1409,0.349144195,17.2
1410,0.137566713,16.5
1411,0.003719693,15.4
1412,0,12.4
1413,0,12.5
1414,0,13.1
1415,0,15.5
1416,0,18.8
1417,0,21.2
1418,0,22.1
1419,0,24.1
1420,0,23.1
1421,0,20.7
1422,0,17.5
1423,0.003292786,16.1
1424,0.100453226,16.5
1425,0.328277738,17.1
1426,0.450450257,17.3
1427,0.478304675,18
1428,0.656637389,18.6
1429,0.817851039,19
1430,0.626804494,19.6
1431,0.634740458,20.6
1432,0.558381574,21.5
1433,0.353152987,22.6
1434,0.108366141,24
1435,0.002229151,22.3
1436,0,20
1437,0,20.4
1438,0,22.7
1439,0,24.6
1440,0,26.8
1441,0,31.6
1442,0,32.8
1443,0,30.8
1444,0,28.8
1445,0,22.8
1446,0,20.9
1447,0.000816968,17.8
1448,0.137314807,17.1
1449,0.308652539,15.9
1450,0.595359755,15
1451,0.682724214,15.8
1452,0.633728102,16.6
1453,0.689567121,17.3
1454,0.796318383,18.1
1455,0.654539094,18.8
1456,0.515398848,19.3
1457,0.385855468,19.6
1458,0.134700637,20.4
1459,0.000344814,21
1460,0,19.1
1461,0,19.7
1462,0,20
1463,0,19.3
1464,0,20
1465,0,24.2
1466,0,28.4
1467,0,27.2
1468,0,25.5
1469,0,23
1470,0,19.9
1471,0.001841928,18.8
1472,0.13047573,19.6
1473,0.32874511,19.3
1474,0.556754969,20.1
1475,0.635028984,20.5
1476,0.720679368,21.1
1477,0.776621899,22
1478,0.720005179,23.3
1479,0.661359055,23.5
1480,0.524683052,24.5
1481,0.340920912,26.2
1482,0.129405139,26.2
1483,0.000861576,19
1484,0,22.6
1485,0,22.7
1486,0,24.3
1487,0,24.6
1488,0,24.6
1489,0,30.9
1490,0,35.1
1491,0,34.6
1492,0,32.2
1493,0,28.7
1494,0,23.8
1495,0.001329491,20.7
1496,0.116182402,19.4
1497,0.292309182,18.5
1498,0.33652057,18.2
1499,0.667787496,18.9
1500,0.673868478,19.5
1501,0.788842609,19.9
1502,0.708328829,21
1503,0.711633911,22.2
1504,0.546777463,23.1
1505,0.356499779,24.4
1506,0.131905983,25.3
1507,0.000197786,23.7
1508,0,21.6
1509,0,22.3
1510,0,23.7
1511,0,22.9
1512,0,25.5
1513,0,32.6
1514,0,35
1515,0,34.8
1516,0,32.9
1517,0,29.1
1518,0,23.4
1519,0.00273829,20.3
1520,0.090739498,18.5
1521,0.232097659,17
1522,0.532722294,16
1523,0.552460113,15.4
1524,0.617646556,15.6
1525,0.71258559,16.4
1526,0.725040986,17.4
1527,0.706937946,17.8
1528,0.428378328,18.5
1529,0.32807879,19.6
1530,0.113481614,20.9
1531,0.000279818,20.7
1532,0,18.6
1533,0,17.8
1534,0,17.9
1535,0,19.7
1536,0,22
1537,0,24
1538,0,24.8
1539,0,25.6
1540,0,24.2
1541,0,21.8
1542,0,18.9
1543,0.00420113,16.5
1544,0.110570474,14.8
1545,0.189624942,14.3
1546,0.445407249,14.6
1547,0.512026724,15.3
1548,0.792656484,16.2
1549,0.62276309,17.1
1550,0.632878394,17.9
1551,0.615849078,18.7
1552,0.400556804,19.2
1553,0.167879167,20.5
1554,0.10837679,22.2
1555,0.00119234,18.9
1556,0,19.2
1557,0,18.2
1558,0,19.2
1559,0,21.1
1560,0,24.1
1561,0,27.1
1562,0,27.9
1563,0,27.2
1564,0,26.2
1565,0,23.8
1566,0,21
1567,0.001454381,18.3
1568,0.146603144,16.1
1569,0.361012565,14.5
1570,0.514308422,14.8
1571,0.711147153,15.3
1572,0.77353883,15.5
1573,0.788506732,15.3
1574,0.758366667,15.1
1575,0.69598621,15
1576,0.464923778,15.6
1577,0.350285798,17.3
1578,0.114063953,18.3
1579,0.000245284,16.1
1580,0,15.2
1581,0,14.6
1582,0,14.9
1583,0,16.7
1584,0,18.6
1585,0,21
1586,0,22.5
1587,0,23
1588,0,23.1
1589,0,21.3
1590,0,17.2
1591,0.003866999,14.9
1592,0.101262367,14.8
1593,0.365483,14.1
1594,0.554691952,13.9
1595,0.644630402,13.8
1596,0.460926915,13.8
1597,0.619602707,14
1598,0.684831159,14.8
1599,0.678104981,15.5
1600,0.560723027,16.1
1601,0.322274553,16.3
1602,0.121959865,16.7
1603,0.000292049,16.8
1604,0,15.6
1605,0,15
1606,0,15.8
1607,0,17.3
1608,0,19.4
1609,0,20.6
1610,0,20.6
1611,0,20.1
1612,0,18.7
1613,0,17.3
1614,0,14.5
1615,0.003168884,13.2
1616,0.088736211,13.2
1617,0.204902432,12.9
1618,0.503741499,12.7
1619,0.673042613,13
1620,0.771821784,13.7
1621,0.81532541,14.3
1622,0.778700924,15.2
1623,0.709680971,15.7
1624,0.55371984,16
1625,0.340996412,17
1626,0.109025922,18.3
1627,0.000258911,17.7
1628,0,15.8
1629,0,15.4
1630,0,16.3
1631,0,18.2
1632,0,20.8
1633,0,22.5
1634,0,22.6
1635,0,20.6
1636,0,20.2
1637,0,19.7
1638,0,17.4
1639,0.002851638,16.4
1640,0.13898518,16.9
1641,0.227592964,17.3
1642,0.395615017,18
1643,0.44436007,18.7
1644,0.710437705,19.3
1645,0.799181078,20.2
1646,0.807871114,21
1647,0.682018737,21.5
1648,0.501658694,22.2
1649,0.294245799,23.1
1650,0.118229468,25
1651,0.000250335,22.7
1652,0,20.8
1653,0,20.2
1654,0,21.6
1655,0,24.8
1656,0,28.4
1657,0,31.1
1658,0,31.6
1659,0,29.6
1660,0,27.6
1661,0,24.1
1662,0,19.7
1663,0.002189768,17.2
1664,0.091901485,16.6
1665,0.258785858,15.9
1666,0.317658669,16.3
1667,0.683232144,16.9
1668,0.686038397,17.4
1669,0.762790759,18.6
1670,0.701458131,20.4
1671,0.690028521,21.4
1672,0.493903043,22
1673,0.272922349,23.4
1674,0.086639155,23.6
1675,0,22.7
1676,0,19.5
1677,0,19
1678,0,19.8
1679,0,22.5
1680,0,25.8
1681,0,27.9
1682,0,28.8
1683,0,27.5
1684,0,25.6
1685,0,22.8
1686,0,18.3
1687,0.002222432,16
1688,0.110244289,15.5
1689,0.303930876,14.7
1690,0.450427046,14.1
1691,0.66297402,14.6
1692,0.506189342,15.2
1693,0.797152128,15.7
1694,0.765591582,16.8
1695,0.693620051,17.6
1696,0.537371793,18.4
1697,0.320786328,18.9
1698,0.114230859,19.8
1699,0,20
1700,0,17.8
1701,0,17
1702,0,17.7
1703,0,19.5
1704,0,22.1
1705,0,23.7
1706,0,24.3
1707,0,24
1708,0,23
1709,0,21.5
1710,0,18.8
1711,0.002337351,16.4
1712,0.146978974,14.5
1713,0.344374054,13.1
1714,0.58089288,13.6
1715,0.645765777,14.3
1716,0.718677291,14.8
1717,0.829965367,14.3
1718,0.709056308,13.7
1719,0.684335694,13.1
1720,0.480270487,13.8
1721,0.269085772,14.5
1722,0.10505141,15.8
1723,0,15.9
1724,0,14.1
1725,0,13.8
1726,0,13.6
1727,0,14.7
1728,0,16.5
1729,0,17.8
1730,0,19.1
1731,0,19.3
1732,0,19.4
1733,0,18.6
1734,0,17.5
1735,0.004757607,15.9
1736,0.162279103,14.8
1737,0.346904794,14.2
1738,0.525322571,14.2
1739,0.575119116,14.5
1740,0.698978268,14.9
1741,0.597782023,15.1
1742,0.793098946,15.7
1743,0.675619994,16.4
1744,0.577707179,16.6
1745,0.336799048,16.9
1746,0.089548609,16.3
1747,0.000704455,15.7
1748,0,13.5
1749,0,13.1
1750,0,13.3
1751,0,15
1752,0,17.8
1753,0,20
1754,0,20.6
1755,0,20.7
1756,0,20.4
1757,0,18.5
1758,0,16.4
1759,0.003082431,15.6
1760,0.07172106,16
1761,0.26942728,15.9
1762,0.372858378,15.8
1763,0.70583498,16.1
1764,0.698484815,16.5
1765,0.700621603,17.3
1766,0.632827185,18.6
1767,0.452127859,19
1768,0.453683522,20.1
1769,0.308773044,21.8
1770,0.08856751,22.9
1771,0,21.8
1772,0,19
1773,0,19.9
1774,0,21
1775,0,23.5
1776,0,27.2
1777,0,29.5
1778,0,30.9
1779,0,30.7
1780,0,29.9
1781,0,26.9
1782,0,22
1783,0.002765954,18.6
1784,0.087053601,17.2
1785,0.200171684,16.7
1786,0.308829186,17
1787,0.540326233,17.8
1788,0.720332348,17.5
1789,0.739453345,18.2
1790,0.710848749,20.1
1791,0.644491822,21.2
1792,0.526031013,21
1793,0.352945536,21.8
1794,0.116800771,23.5
1795,0,23.1
1796,0,20.3
1797,0,19.8
1798,0,21.2
1799,0,23.7
1800,0,26.9
1801,0,29
1802,0,29.4
1803,0,30
1804,0,28.2
1805,0,24.8
1806,0,20.5
1807,0.003196527,17.5
1808,0.101631128,16.3
1809,0.211314781,15.3
1810,0.43468871,15.6
1811,0.560376247,15.7
1812,0.531474871,15
1813,0.761715232,14.8
1814,0.77624504,15.8
1815,0.442721284,16.1
1816,0.411080238,16.5
1817,0.250170777,17
1818,0.125543943,18.4
1819,0,18.1
1820,0,16.5
1821,0,16.1
1822,0,16.2
1823,0,17.9
1824,0,20.1
1825,0,21.4
1826,0,21.4
1827,0,21.1
1828,0,20.9
1829,0,21.3
1830,0,20
1831,0.004496407,18.2
1832,0.129572819,18.4
1833,0.297471363,18.5
1834,0.547554267,18.6
1835,0.595331779,19.5
1836,0.790381297,20.5
1837,0.797511116,21.1
1838,0.716420158,22
1839,0.651339801,22.1
1840,0.439757224,23.1
1841,0.336437205,24.1
1842,0.102115478,26.1
1843,0,21
1844,0,22.8
1845,0,22.3
1846,0,24
1847,0,26.7
1848,0,28.4
1849,0,33.1
1850,0,35.3
1851,0,35.4
1852,0,33.8
1853,0,30.2
1854,0,26
1855,0.003533298,21.4
1856,0.114462367,19
1857,0.352036258,17.5
1858,0.589542911,16.3
1859,0.522830385,15.7
1860,0.744063121,14.9
1861,0.66577387,14.3
1862,0.783174582,15.1
1863,0.628697562,15.5
1864,0.426671273,16.2
1865,0.323660849,17.4
1866,0.064427922,18.6
1867,0,18.7
1868,0,16.6
1869,0,16.8
1870,0,17.1
1871,0,18.5
1872,0,21.2
1873,0,21.8
1874,0,22.3
1875,0,21
1876,0,20.1
1877,0,19.1
1878,0,17.1
1879,0.003792949,15.2
1880,0.160493063,14.1
1881,0.355154532,14.1
1882,0.553562826,13.9
1883,0.680792074,13.9
1884,0.686224619,13.1
1885,0.757890258,13
1886,0.781491101,13.2
1887,0.679004586,13
1888,0.51803188,13.4
1889,0.324441176,14.2
1890,0.110740463,15.5
1891,0,15.5
1892,0,14.1
1893,0,13.7
1894,0,13.8
1895,0,15.1
1896,0,16.8
1897,0,18.3
1898,0,19.8
1899,0,20
1900,0,20
1901,0,19.7
1902,0,18.4
1903,0.003858657,17.1
1904,0.139811533,15.7
1905,0.265511009,14.5
1906,0.470708711,14.4
1907,0.4539885,14.8
1908,0.781536159,14.8
1909,0.65190132,14.5
1910,0.70707909,15.1
1911,0.670474488,16
1912,0.471626868,16.4
1913,0.314333868,16.1
1914,0.105901404,16
1915,0.000225938,14.5
1916,0,12.4
1917,0,12.3
1918,0,13.3
1919,0,15.4
1920,0,18.2
1921,0,20.4
1922,0,22.4
1923,0,23
1924,0,23
1925,0,20.9
1926,0,18
1927,0.002218751,15.7
1928,0.106853167,14.2
1929,0.369420884,13.2
1930,0.551528508,12.9
1931,0.633072511,13
1932,0.53376137,12.8
1933,0.538106098,12.8
1934,0.560829551,13
1935,0.493437085,13.4
1936,0.434174809,14.3
1937,0.180216425,15.9
1938,0.053935858,17.1
1939,0,16.4
1940,0,14.8
1941,0,14.3
1942,0,14.8
1943,0,16.2
1944,0,18.2
1945,0,19.1
1946,0,18.9
1947,0,20
1948,0,21
1949,0,21.5
1950,0,20.2
1951,0.007791667,18.9
1952,0.123636373,18
1953,0.244956571,17.3
1954,0.448878199,18
1955,0.630345766,18.3
1956,0.758399251,19.2
1957,0.734512421,20
1958,0.771491541,20.8
1959,0.678163268,21.4
1960,0.52943222,21.8
1961,0.32784644,23.4
1962,0.096829103,25.2
1963,0,24.1
1964,0,21
1965,0,21
1966,0,22
1967,0,24.6
1968,0,28.3
1969,0,30.9
1970,0,32.9
1971,0,33.2
1972,0,31.9
1973,0,28.6
1974,0,24.2
1975,0.006381077,20.4
1976,0.087079969,18.1
1977,0.248341395,16
1978,0.383163958,16.3
1979,0.681075069,16.4
1980,0.66442897,17
1981,0.713213431,17.7
1982,0.628960267,18.7
1983,0.657038613,19.2
1984,0.314345913,19.8
1985,0.215255182,20.5
1986,0.070750128,21.7
1987,0,22.2
1988,0,19.2
1989,0,18.9
1990,0,19.7
1991,0,22.1
1992,0,25.2
1993,0,27.4
1994,0,28.2
1995,0,27.7
1996,0,25.6
1997,0,23.1
1998,0,20.2
1999,0.003926249,17.1
2000,0.159612146,14.9
2001,0.346621303,13.9
2002,0.465350448,13.3
2003,0.672281771,12.7
2004,0.691365498,13.2
2005,0.838145334,13.5
2006,0.661287114,14.4
2007,0.553190471,14.9
2008,0.599140632,15.3
2009,0.289883454,16.7
2010,0.065483474,18.2
2011,0,17.6
2012,0,15.9
2013,0,15.5
2014,0,15.6
2015,0,17
2016,0,19
2017,0,20.1
2018,0,21.1
2019,0,20.2
2020,0,19.6
2021,0,18.6
2022,0,17.5
2023,0.004274848,16.2
2024,0.087007554,15.3
2025,0.323024879,15.2
2026,0.443004739,15.7
2027,0.574048034,16.4
2028,0.51015233,17
2029,0.566963301,17.2
2030,0.587204342,18.5
2031,0.635185356,19
2032,0.489488591,19.6
2033,0.243199377,21.6
2034,0.060251471,22.7
2035,0,21.9
2036,0,19.7
2037,0,20.4
2038,0,21
2039,0,23.3
2040,0,26.4
2041,0,29
2042,0,30.8
2043,0,30.1
2044,0,27.2
2045,0,25.6
2046,0,23.2
2047,0.008519172,20.7
2048,0.165674993,18.1
2049,0.324226684,15.8
2050,0.580921371,15
2051,0.41779322,14.6
2052,0.724777567,14.4
2053,0.732159086,14.8
2054,0.65299619,15.6
2055,0.636035104,16.1
2056,0.506287128,16.8
2057,0.326607437,17.7
2058,0.062814841,18.7
2059,0,16.5
2060,0,18.2
2061,0,18.4
2062,0,18.4
2063,0,20.4
2064,0,23
2065,0,24.6
2066,0,24.3
2067,0,22.9
2068,0,21.6
2069,0,20
2070,0,18
2071,0.006456727,16.6
2072,0.14598161,16.7
2073,0.363899991,15.6
2074,0.453526967,15.4
2075,0.431659683,15
2076,0.459619444,14.9
2077,0.460391607,14.6
2078,0.662207794,15.1
2079,0.463916282,15.8
2080,0.374722522,16.2
2081,0.139699548,16.7
2082,0.059026528,16.6
2083,0,16
2084,0,14.2
2085,0,14.8
2086,0,15.6
2087,0,17.6
2088,0,19.3
2089,0,22.1
2090,0,22.2
2091,0,22
2092,0,22
2093,0,22
2094,0,20.7
2095,0.004686476,18.7
2096,0.151414759,17.6
2097,0.266735392,17.1
2098,0.445074158,17.4
2099,0.484331637,17.9
2100,0.687253074,18.4
2101,0.78624382,18.9
2102,0.65046815,19.6
2103,0.685828913,20
2104,0.32023445,20.5
2105,0.243224328,21.2
2106,0.061742093,23.2
2107,0,22.5
2108,0,20.3
2109,0,20.3
2110,0,21.7
2111,0,24.6
2112,0,28
2113,0,31.1
2114,0,31.1
2115,0,30.5
2116,0,29.2
2117,0,26.7
2118,0,22.9
2119,0.006621469,20.5
2120,0.090945026,19
2121,0.317710699,18
2122,0.353209674,18.2
2123,0.446699703,18.8
2124,0.496922093,19.6
2125,0.718554312,20.5
2126,0.636353519,21.5
2127,0.597655903,22
2128,0.433594522,22.2
2129,0.24270539,23.2
2130,0.055307886,25
2131,0,24.3
2132,0,22.3
2133,0,22.2
2134,0,23.4
2135,0,26.9
2136,0,30.1
2137,0,32.1
2138,0,31.8
2139,0,30.7
2140,0,29.7
2141,0,28.7
2142,0,24.8
2143,0.007067409,21.9
2144,0.133277684,19.1
2145,0.316503434,16.8
2146,0.527841807,16.2
2147,0.623512466,15.9
2148,0.683079905,16.5
2149,0.81236323,17.2
2150,0.720023291,17.7
2151,0.654002446,18.5
2152,0.517549223,19.4
2153,0.212158124,21.3
2154,0.070994143,22.3
2155,0,21.1
2156,0,18.7
2157,0,20.3
2158,0,21.6
2159,0,24.2
2160,0,25.5
2161,0,30
2162,0,31.2
2163,0,30.7
2164,0,29.8
2165,0,26.8
2166,0,22.8
2167,0.007524557,19.3
2168,0.135727263,16.8
2169,0.366271199,15.3
2170,0.505733932,15.6
2171,0.652786527,16.2
2172,0.734681326,16.7
2173,0.759246299,17.8
2174,0.61164271,18.7
2175,0.576429817,19.6
2176,0.351648473,20.1
2177,0.274631847,20.9
2178,0.074969737,23
2179,0,20.9
2180,0,20.2
2181,0,20
2182,0,21.4
2183,0,24.1
2184,0,27.6
2185,0,30.6
2186,0,30.9
2187,0,30.1
2188,0,30.7
2189,0,27.7
2190,0,24.5
2191,0.013303142,21.2
2192,0.109610842,18.6
2193,0.118887536,16.3
2194,0.464271836,14.7
2195,0.51820373,14.1
2196,0.527131192,14.2
2197,0.787955545,14.8
2198,0.604120403,15.1
2199,0.562060057,16
2200,0.444665129,16.4
2201,0.288679708,16.8
2202,0.100860262,16.2
2203,0,14.4
2204,0,12.9
2205,0,12.7
2206,0,14
2207,0,16.6
2208,0,19.4
2209,0,20.3
2210,0,21.3
2211,0,21.2
2212,0,21.6
2213,0,20.7
2214,0,18.2
2215,0.010019887,16.5
2216,0.086706666,15.1
2217,0.365926694,14.3
2218,0.621116898,14
2219,0.720627773,13.9
2220,0.73453285,13.8
2221,0.787514915,13.6
2222,0.783538173,13.7
2223,0.636739065,14.2
2224,0.532562133,14.6
2225,0.309162058,15.1
2226,0.106946866,16.3
2227,0,14.4
2228,0,12.7
2229,0,12.5
2230,0,13.7
2231,0,16.2
2232,0,20.4
2233,0,21
2234,0,23.7
2235,0,23.1
2236,0,23.7
2237,0,23.6
2238,0,21.8
2239,0.006798348,19.9
2240,0.129956429,17.9
2241,0.282423318,15.9
2242,0.497281067,14.8
2243,0.547210536,14.9
2244,0.729801344,15.3
2245,0.870412337,15.5
2246,0.655803081,15.9
2247,0.544914113,16.5
2248,0.38001723,17.2
2249,0.286369294,18
2250,0.087450732,16.9
2251,0,14.9
2252,0,13
2253,0,13
2254,0,14
2255,0,16.9
2256,0,19.8
2257,0,21.9
2258,0,24
2259,0,25.7
2260,0,23.8
2261,0,24.7
2262,0,22.9
2263,0.015098972,20.3
2264,0.118086845,18.2
2265,0.365636828,16.1
2266,0.550364446,15.3
2267,0.697293974,15.8
2268,0.78253936,16.4
2269,0.841658586,15.9
2270,0.800307984,16.1
2271,0.671684753,17.6
2272,0.518754957,18.6
2273,0.321478407,19
2274,0.090981196,19.3
2275,0,18.1
2276,0,16.4
2277,0,16.2
2278,0,17.2
2279,0,17.2
2280,0,20.5
2281,0,22.9
2282,0,24.5
2283,0,25.5
2284,0,24.6
2285,0,24.6
2286,0,21.9
2287,0.008493696,20
2288,0.153438216,18
2289,0.289363949,16.8
2290,0.496240209,17
2291,0.62600854,17.8
2292,0.672728209,18.9
2293,0.748097282,18.9
2294,0.781128664,19.9
2295,0.584678997,20.9
2296,0.503314743,22
2297,0.182365068,23.5
2298,0.083755796,25.1
2299,0,21
2300,0,21.1
2301,0,20.8
2302,0,22.5
2303,0,24.6
2304,0,27.6
2305,0,30.7
2306,0,30.4
2307,0,29.2
2308,0,28.7
2309,0,26.4
2310,0,23.3
2311,0.007662944,20.1
2312,0.133506754,17.2
2313,0.200164126,15.2
2314,0.398963803,15.2
2315,0.524750626,14.7
2316,0.682011965,13.7
2317,0.597762605,13.2
2318,0.542144375,13.3
2319,0.578060105,13.4
2320,0.47588584,14
2321,0.290141893,14.9
2322,0.089001318,16.4
2323,0,16.2
2324,0,14.5
2325,0,14.2
2326,0,14.8
2327,0,16.1
2328,0,17.7
2329,0,19.1
2330,0,19.3
2331,0,20.7
2332,0,20
2333,0,18.5
2334,0,16.8
2335,0.006674022,15.1
2336,0.150152185,13.9
2337,0.168209645,13.3
2338,0.204491553,12.8
2339,0.284516749,12.9
2340,0.278306145,12.8
2341,0.454702672,12.8
2342,0.210241636,12.8
2343,0.415986905,12.6
2344,0.406784132,13.3
2345,0.238784686,14.2
2346,0.074082391,14.9
2347,0,15.2
2348,0,14.2
2349,0,13.8
2350,0,14.5
2351,0,15.6
2352,0,17
2353,0,17.8
2354,0,18.7
2355,0,19.1
2356,0,18.7
2357,0,18.3
2358,0,16.8
2359,0.006261975,14.8
2360,0.13377666,14
2361,0.236313111,13.8
2362,0.354532692,14.5
2363,0.432751797,15.1
2364,0.560019659,14.8
2365,0.361230704,15.2
2366,0.470541507,15
2367,0.448625877,15.8
2368,0.389789357,16.5
2369,0.282127059,17.2
2370,0.059490777,17.7
2371,0,17.4
2372,0,16.7
2373,0,15.9
2374,0,17.1
2375,0,19
2376,0,20.9
2377,0,22.2
2378,0,22.2
2379,0,21.3
2380,0,19.4
2381,0,18
2382,0,17
2383,0.009016395,15.9
2384,0.154541958,14.9
2385,0.254086451,14.3
2386,0.448561836,14.3
2387,0.612388168,14.9
2388,0.484052498,15.6
2389,0.575241471,16.1
2390,0.770405376,17
2391,0.585002389,18.5
2392,0.397019374,19.7
2393,0.249573135,21.7
2394,0.066512324,21.9
2395,0,20.5
2396,0,19.4
2397,0,19.8
2398,0,20.8
2399,0,23.3
2400,0,25.4
2401,0,26.9
2402,0,28.6
2403,0,26.8
2404,0,24.8
2405,0,22.8
2406,0,19.9
2407,0.009699236,18.2
2408,0.155431272,16.9
2409,0.329375675,15.9
2410,0.402183705,15.6
2411,0.63204341,15.6
2412,0.76711855,15.4
2413,0.621740758,15.4
2414,0.465353933,15.2
2415,0.645089439,15.6
2416,0.510510797,16.3
2417,0.250517642,17.2
2418,0.085243875,17.5
2419,0,15.5
2420,0,13
2421,0,13
2422,0,13.7
2423,0,15.9
2424,0,18.5
2425,0,20.9
2426,0,23.3
2427,0,24.4
2428,0,24.4
2429,0,23.8
2430,0,21.7
2431,0.007846875,19.8
2432,0.096453491,19
2433,0.29473414,18.6
2434,0.271994776,18.8
2435,0.522764587,19.4
2436,0.44014662,19.7
2437,0.573014632,20.9
2438,0.554138063,22.5
2439,0.561681931,22.4
2440,0.453427208,23.6
2441,0.215507546,24.9
2442,0.046348529,26
2443,0,21.8
2444,0,21.8
2445,0,21.9
2446,0,23.3
2447,0,24.3
2448,0,26.5
2449,0,32.9
2450,0,34.8
2451,0,34
2452,0,33.2
2453,0,29.9
2454,0,25.8
2455,0.016516141,21.7
2456,0.126183947,18.3
2457,0.177202062,16.2
2458,0.401606081,15.3
2459,0.441462093,14.6
2460,0.518903779,13.9
2461,0.751162148,12.8
2462,0.529257986,12.6
2463,0.434419226,12.7
2464,0.48026754,12.7
2465,0.241191677,13.2
2466,0.092661123,14.3
2467,0,14.5
2468,0,13.6
2469,0,13.3
2470,0,13.8
2471,0,14.9
2472,0,16.2
2473,0,18.2
2474,0,19.5
2475,0,19.8
2476,0,18.8
2477,0,18.2
2478,0,16.5
2479,0.006440753,15
2480,0.154461377,14
2481,0.27243173,13.1
2482,0.589167973,13
2483,0.666695653,12.9
2484,0.726310519,12.8
2485,0.782636401,12.9
2486,0.720170571,12.8
2487,0.554737285,12.7
2488,0.407598663,13.9
2489,0.270036268,15.5
2490,0.056996525,16.1
2491,0,16
2492,0,14.3
2493,0,14
2494,0,14.8
2495,0,16.1
2496,0,17.9
2497,0,18.6
2498,0,19.3
2499,0,19.1
2500,0,19.4
2501,0,18.6
2502,0,16.9
2503,0.018493861,14.9
2504,0.096614346,13.8
2505,0.215043801,13
2506,0.383150823,13.1
2507,0.303261207,13
2508,0.486768768,13
2509,0.641372009,13.2
2510,0.619298579,13.9
2511,0.661318247,14.3
2512,0.41237784,14.7
2513,0.237445172,16
2514,0.076072108,17.4
2515,0,17.1
2516,0,15.2
2517,0,15.1
2518,0,15.4
2519,0,16.7
2520,0,18.4
2521,0,18.3
2522,0,18.9
2523,0,18
2524,0,18.7
2525,0,19.1
2526,0,17.6
2527,0.010216198,15.6
2528,0.122530814,14.6
2529,0.22094765,14.1
2530,0.486827034,14.7
2531,0.60612802,15.5
2532,0.76109227,16
2533,0.738413824,17.1
2534,0.621907336,18.3
2535,0.625491874,18.3
2536,0.341852188,19.5
2537,0.226490607,20.9
2538,0.064495266,21.6
2539,0,20.9
2540,0,18.9
2541,0,18.9
2542,0,19.4
2543,0,21.4
2544,0,23.7
2545,0,26
2546,0,27.4
2547,0,27.9
2548,0,25.9
2549,0,23.4
2550,0,20.5
2551,0.014215341,17.9
2552,0.179161148,15.7
2553,0.216207198,14
2554,0.59921857,13.6
2555,0.617432457,13.9
2556,0.771934405,15.5
2557,0.628596352,17.8
2558,0.729075734,19
2559,0.641234686,18.3
2560,0.486294961,19.9
2561,0.310169238,20
2562,0.076667054,20.4
2563,0,19.4
2564,0,17.3
2565,0,16.7
2566,0,17.6
2567,0,19.9
2568,0,22.4
2569,0,24.3
2570,0,25.5
2571,0,24.3
2572,0,23.4
2573,0,21.8
2574,0,20.3
2575,0.010255388,18.7
2576,0.137463735,16.9
2577,0.380440764,15.3
2578,0.568367862,14.6
2579,0.669279897,14.9
2580,0.776591631,15.4
2581,0.814952169,15.6
2582,0.780968322,15.9
2583,0.651663142,18.1
2584,0.494977305,20.1
2585,0.275596638,20.1
2586,0.082468878,20
2587,0,15.7
2588,0,16.8
2589,0,17.2
2590,0,18.2
2591,0,18.1
2592,0,19.3
2593,0,25
2594,0,26.2
2595,0,26
2596,0,26.2
2597,0,25.8
2598,0,23.7
2599,0.010330288,21.8
2600,0.095610683,19.3
2601,0.19609975,18.2
2602,0.463614976,18.3
2603,0.300143622,19.2
2604,0.512132387,19.8
2605,0.538393002,20.3
2606,0.468826512,21.2
2607,0.532562687,21.4
2608,0.434423445,22
2609,0.164440351,23.1
2610,0.06205212,25
2611,0,20.9
2612,0,21.7
2613,0,21.7
2614,0,23.2
2615,0,25.8
2616,0,28.9
2617,0,31.8
2618,0,33.4
2619,0,32.7
2620,0,30.8
2621,0,27.4
2622,0,23.9
2623,0.014305278,20.2
2624,0.135234895,18.4
2625,0.346461657,18.4
2626,0.448344093,18.7
2627,0.614372424,19.4
2628,0.819306468,20
2629,0.645797802,20.5
2630,0.667583712,21.2
2631,0.645417896,21.5
2632,0.469965834,22.2
2633,0.292940993,23.8
2634,0.077263829,26
2635,0,23.6
2636,0,22
2637,0,21.8
2638,0,23.6
2639,0,25.6
2640,0,29.4
2641,0,32.8
2642,0,34.3
2643,0,33.9
2644,0,33
2645,0,28.8
2646,0,25.4
2647,0.020593848,21.4
2648,0.132440477,18.7
2649,0.308637221,16.6
2650,0.4356968,16.8
2651,0.773321329,17.4
2652,0.675756782,18.1
2653,0.722419976,18.6
2654,0.703224024,19.5
2655,0.644664797,20
2656,0.47206369,20.8
2657,0.30447997,22.4
2658,0.082444101,24
2659,0,22.4
2660,0,20.6
2661,0,20.2
2662,0,21
