"PVWatts Hourly PV Performance Data"
"Requested Location","Kenya"
"Location","LAMU/MANDA ISLAND, KENYA"
"Latitude (DD)","-2.27"
"Longitude (DD)","40.83"
"Elevation (m)","6"
"DC System Size (kW)","1100"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","2.27"
"Array Azimuth (deg)","0"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","13","8","502","148","29","1.7","0.12","406.207","39.556","361544.948","344374.054"
"3","13","9","639","245","29.7","2.3","0.12","704.186","45.844","606752.45","580892.88"
"3","13","10","526","335","30.3","2.8","0.12","794.916","46.884","674008.496","645765.777"
"3","13","11","576","332","31","3.4","0.12","890.952","47.814","749598.464","718677.291"
"3","13","12","781","254","31.7","4","0.12","1034.831","49.556","864974.781","829965.367"
"3","13","13","581","314","32.3","4.5","0.12","872.852","46.34","739624.048","709056.308"
"3","13","14","594","326","33","5.1","0.12","835.711","45.455","713995.306","684335.694"
"3","13","15","527","206","32.2","4.5","0.12","572.848","41.453","502433.627","480270.487"
"3","13","16","351","148","31.3","3.9","0.12","318.876","36.913","283490.9","269085.772"
"3","13","17","299","69","30.5","3.3","0.12","142.005","33.169","113430.627","105051.41"
"3","13","18","3","9","29.7","2.7","0.12","9.132","29.861","4234.353","0"
"3","13","19","0","0","28.8","2.1","0.12","0","28.8","0","0"
"3","13","20","0","0","28","1.5","0.12","0","28","0","0"
"3","13","21","0","0","27.8","1.2","0.12","0","27.8","0","0"
"3","13","22","0","0","27.7","1","0.12","0","27.7","0","0"
"3","13","23","0","0","27.5","0.7","0.12","0","27.5","0","0"
"3","14","0","0","0","27.3","0.5","0.12","0","27.3","0","0"
"3","14","1","0","0","27.2","0.4","0.12","0","27.2","0","0"
"3","14","2","0","0","27","0.2","0.12","0","27","0","0"
"3","14","3","0","0","26.8","0","0.12","0","26.8","0","0"
"3","14","4","0","0","27.1","0","0.12","0","27.1","0","0"
"3","14","5","0","0","27.3","0","0.12","0","27.3","0","0"
"3","14","6","62","18","27.6","0","0.12","21.645","28.287","9452.464","4757.607"
"3","14","7","477","81","27.9","0","0.12","212.981","36.421","172760.618","162279.103"
"3","14","8","609","103","28.2","0","0.12","417.106","45.311","364168.657","346904.794"
"3","14","9","460","308","29.1","1.8","0.12","639.141","45.277","549140.729","525322.571"
"3","14","10","525","235","29.9","3.5","0.12","694.813","42.83","600766.583","575119.116"
"3","14","11","499","367","30.8","5.3","0.12","851.677","43.16","729175.784","698978.268"
"3","14","12","435","284","30.6","6.2","0.12","719.62","40.015","624262.027","597782.023"
"3","14","13","645","339","30.5","7.1","0.12","959.245","41.935","826754.048","793098.946"
"3","14","14","775","133","30.3","8","0.12","797.616","39.055","704959.429","675619.994"
"3","14","15","649","225","29.9","7.4","0.12","676.407","37.764","603449.72","577707.179"
"3","14","16","508","144","29.5","6.8","0.12","390.688","34.333","353691.669","336799.048"
"3","14","17","107","90","29.1","6.2","0.12","115.817","30.607","97358.32","89548.609"
"3","14","18","30","11","28.7","5.3","0.12","12.128","28.84","5250.416","704.455"
"3","14","19","0","0","28.2","4.4","0.12","0","28.2","0","0"
"3","14","20","0","0","27.8","3.5","0.12","0","27.8","0","0"
"3","14","21","0","0","27.7","3.2","0.12","0","27.7","0","0"
"3","14","22","0","0","27.6","2.9","0.12","0","27.6","0","0"
"3","14","23","0","0","27.5","2.6","0.12","0","27.5","0","0"
"3","15","0","0","0","27.4","2.3","0.12","0","27.4","0","0"
"3","15","1","0","0","26.8","2.1","0.12","0","26.8","0","0"
"3","15","2","0","0","26.2","2","0.12","0","26.2","0","0"
"3","15","3","0","0","25.6","1.8","0.12","0","25.6","0","0"
"3","15","4","0","0","25","0.9","0.12","0","25","0","0"
"3","15","5","0","0","24.3","0","0.12","0","24.3","0","0"
"3","15","6","2","15","25.1","0.4","0.12","15.08","25.56","7715.749","3082.431"
"3","15","7","19","86","25.9","0.8","0.12","91.034","28.82","78875.865","71721.06"
"3","15","8","36","305","26.6","1.2","0.12","322.648","35.944","283844.954","269427.28"
"3","15","9","202","304","27.4","1.6","0.12","449.261","39.25","391075.662","372858.378"
"3","15","10","598","354","28.2","2","0.12","877.861","49.482","736284.382","705834.98"
"3","15","11","354","532","29","2.4","0.12","875.791","48.576","728664.204","698484.815"
"3","15","12","494","377","29.7","2.8","0.12","871.669","47.851","730879.488","700621.603"
"3","15","13","455","341","30.5","3.2","0.12","779.035","45.672","660594.597","632827.185"
"3","15","14","265","322","31.3","3.6","0.12","549.303","41.344","473257.161","452127.859"
"3","15","15","322","323","30.8","3.1","0.12","546.54","41.65","474869.972","453683.522"
"3","15","16","130","307","30.3","2.7","0.12","369.285","38.162","324636.11","308773.044"
"3","15","17","131","85","29.8","2.2","0.12","116.521","32.489","96341.18","88567.51"
"3","15","18","1","9","29.3","1.7","0.12","9.018","29.494","4222.125","0"
"3","15","19","0","0","28.8","1.3","0.12","0","28.8","0","0"
"3","15","20","0","0","28.3","0.8","0.12","0","28.3","0","0"
"3","15","21","0","0","27.8","1.2","0.12","0","27.8","0","0"
"3","15","22","0","0","27.3","1.7","0.12","0","27.3","0","0"
"3","15","23","0","0","26.8","2.1","0.12","0","26.8","0","0"
"3","16","0","0","0","26.8","2.4","0.12","0","26.8","0","0"
"3","16","1","0","0","26.8","2.7","0.12","0","26.8","0","0"
"3","16","2","0","0","26.7","3","0.12","0","26.7","0","0"
"3","16","3","0","0","26.7","3.3","0.12","0","26.7","0","0"
"3","16","4","0","0","26.6","2.9","0.12","0","26.6","0","0"
"3","16","5","0","0","26.5","2.6","0.12","0","26.5","0","0"
"3","16","6","6","15","27.3","2.1","0.12","15.356","27.603","7387.646","2765.954"
"3","16","7","33","101","28.2","1.5","0.12","109.924","31.168","94771.657","87053.601"
"3","16","8","85","199","29","1","0.12","242.53","36.389","212045.207","200171.684"
"3","16","9","138","278","30.2","1.4","0.12","377.41","40.607","324694.316","308829.186"
"3","16","10","386","334","31.3","1.7","0.12","672.889","48.652","564695.561","540326.233"
"3","16","11","454","482","32.5","2.1","0.12","923.16","54.382","751314.32","720332.348"
"3","16","12","637","284","32.4","3.6","0.12","921.68","49.266","771137.74","739453.345"
"3","16","13","569","323","32.2","5.2","0.12","870.523","44.998","741482.335","710848.749"
"3","16","14","599","260","32.1","6.7","0.12","773.664","41.722","672687.742","644491.822"
"3","16","15","644","191","37","5.1","0.12","638.18","46.545","549875.197","526031.013"
"3","16","16","558","147","33.3","5.4","0.12","416.922","39.323","370431.309","352945.536"
"3","16","17","181","107","29.6","5.7","0.12","150.346","31.662","125611.608","116800.771"
"3","16","18","5","8","25.9","6","0.12","8.244","25.991","3840.952","0"
"3","16","19","0","0","25.9","5.2","0.12","0","25.9","0","0"
"3","16","20","0","0","25.9","4.5","0.12","0","25.9","0","0"
"3","16","21","0","0","26.3","3.7","0.12","0","26.3","0","0"
"3","16","22","0","0","26.8","2.9","0.12","0","26.8","0","0"
"3","16","23","0","0","27.2","2","0.12","0","27.2","0","0"
"3","17","0","0","0","27.6","1.2","0.12","0","27.6","0","0"
"3","17","1","0","0","27.4","0.9","0.12","0","27.4","0","0"
"3","17","2","0","0","27.3","0.7","0.12","0","27.3","0","0"
"3","17","3","0","0","27.2","0.5","0.12","0","27.2","0","0"
"3","17","4","0","0","27.1","0.2","0.12","0","27.1","0","0"
"3","17","5","0","0","27","0","0.12","0","27","0","0"
"3","17","6","2","16","27.3","0.2","0.12","16.073","27.812","7834.037","3196.527"
"3","17","7","74","108","27.7","0.3","0.12","128.425","32.44","109884.699","101631.128"
"3","17","8","198","151","28","0.5","0.12","253.826","36.876","223597.653","211314.781"
"3","17","9","423","218","29.7","1.9","0.12","524.168","42.701","455177.373","434688.71"
"3","17","10","302","424","31.3","3.2","0.12","689.118","44.714","585482.126","560376.247"
"3","17","11","372","287","33","4.6","0.12","649.436","43.298","555519.038","531474.871"
"3","17","12","596","348","33","4.8","0.12","945","47.603","794217.433","761715.232"
"3","17","13","653","333","33","4.9","0.12","960.941","47.671","809281.002","776245.04"
"3","17","14","221","349","33","5.1","0.12","538.527","41.006","463505.029","442721.284"
"3","17","15","344","245","28.3","4.8","0.12","483.415","35.796","430701.628","411080.238"
"3","17","16","276","155","23.7","4.4","0.12","288.186","28.424","263881.05","250170.777"
"3","17","17","117","124","19","4.1","0.12","151.814","21.568","134675.967","125543.943"
"3","17","18","5","8","22","3.1","0.12","8.238","22.135","3921.549","0"
"3","17","19","0","0","25","2","0.12","0","25","0","0"
"3","17","20","0","0","28","1","0.12","0","28","0","0"
"3","17","21","0","0","27.8","0.9","0.12","0","27.8","0","0"
"3","17","22","0","0","27.7","0.8","0.12","0","27.7","0","0"
"3","17","23","0","0","27.5","0.7","0.12","0","27.5","0","0"
"3","18","0","0","0","27.1","1.7","0.12","0","27.1","0","0"
"3","18","1","0","0","26.7","2.8","0.12","0","26.7","0","0"
"3","18","2","0","0","26.2","3.8","0.12","0","26.2","0","0"
"3","18","3","0","0","25.8","4.8","0.12","0","25.8","0","0"
"3","18","4","0","0","25.3","4.6","0.12","0","25.3","0","0"
"3","18","5","0","0","24.9","4.3","0.12","0","24.9","0","0"
"3","18","6","69","17","24.5","4.1","0.12","21.229","24.777","9181.669","4496.407"
"3","18","7","249","94","27.4","3.8","0.12","164.04","30.287","138852.846","129572.819"
"3","18","8","282","205","30.4","3.6","0.12","351.699","36.871","312919.255","297471.363"
"3","18","9","601","218","30.6","4","0.12","653.468","41.913","572189.122","547554.267"
"3","18","10","503","277","30.9","4.5","0.12","719.234","42.48","621721.772","595331.779"
"3","18","11","715","274","31.1","4.9","0.12","969.823","45.914","823936.564","790381.297"
"3","18","12","748","228","31.4","5.3","0.12","977.019","45.601","831328.302","797511.116"
"3","18","13","645","249","31.6","5.8","0.12","869.43","43.514","747258.413","716420.158"
"3","18","14","658","218","31.9","6.2","0.12","781.626","42.158","679787.287","651339.801"
"3","18","15","465","196","31.1","6.2","0.12","518.279","37.914","460432.082","439757.224"
"3","18","16","545","129","30.3","6.2","0.12","391.839","35.466","353316.534","336437.205"
"3","18","17","252","76","29.5","6.2","0.12","136.237","31.252","110386.842","102115.478"
"3","18","18","19","9","28.7","6","0.12","9.807","28.806","4313.185","0"
"3","18","19","0","0","27.8","5.9","0.12","0","27.8","0","0"
"3","18","20","0","0","27","5.7","0.12","0","27","0","0"
"3","18","21","0","0","26.7","5.1","0.12","0","26.7","0","0"
"3","18","22","0","0","26.4","4.5","0.12","0","26.4","0","0"
"3","18","23","0","0","26.1","3.9","0.12","0","26.1","0","0"
"3","19","0","0","0","25.8","3.3","0.12","0","25.8","0","0"
"3","19","1","0","0","25.5","2.7","0.12","0","25.5","0","0"
"3","19","2","0","0","25.2","2.1","0.12","0","25.2","0","0"
"3","19","3","0","0","26.2","2.4","0.12","0","26.2","0","0"
"3","19","4","0","0","27.1","2.8","0.12","0","27.1","0","0"
"3","19","5","0","0","28.1","3.1","0.12","0","28.1","0","0"
"3","19","6","16","16","29.1","3.4","0.12","17.074","29.368","8183.179","3533.298"
"3","19","7","205","89","30","3.8","0.12","146.96","32.59","123187.301","114462.367"
"3","19","8","313","253","31","4.1","0.12","416.158","38.111","369488.628","352036.258"
"3","19","9","614","259","31.4","5","0.12","704.271","42.054","615720.246","589542.911"
"3","19","10","335","336","31.8","5.8","0.12","630.649","40.431","546556.991","522830.385"
"3","19","11","621","300","32.2","6.7","0.12","904.766","43.434","775916.859","744063.121"
"3","19","12","452","355","32.7","7.6","0.12","808.3","41.867","694751.6","665773.87"
"3","19","13","554","422","33.1","8.4","0.12","954.78","43.169","816465.106","783174.582"
"3","19","14","430","389","33.5","9.3","0.12","756.855","40.901","656313.269","628697.562"
"3","19","15","331","276","32.2","8.9","0.12","504.94","37.317","446865.41","426671.273"
"3","19","16","403","184","30.8","8.6","0.12","377.904","34.742","340070.829","323660.849"
"3","19","17","31","77","29.5","8.2","0.12","84.157","30.403","71314.808","64427.922"
"3","19","18","3","8","28.7","8.6","0.12","8.139","28.77","3765.384","0"
"3","19","19","0","0","27.8","8.9","0.12","0","27.8","0","0"
"3","19","20","0","0","27","9.3","0.12","0","27","0","0"
"3","19","21","0","0","26.8","7.7","0.12","0","26.8","0","0"
"3","19","22","0","0","26.7","6.2","0.12","0","26.7","0","0"
"3","19","23","0","0","26.5","4.6","0.12","0","26.5","0","0"
"3","20","0","0","0","26.3","4.8","0.12","0","26.3","0","0"
"3","20","1","0","0","26.2","4.9","0.12","0","26.2","0","0"
"3","20","2","0","0","26","5.1","0.12","0","26","0","0"
"3","20","3","0","0","26.5","4.8","0.12","0","26.5","0","0"
"3","20","4","0","0","27","4.4","0.12","0","27","0","0"
"3","20","5","0","0","27.4","4.1","0.12","0","27.4","0","0"
"3","20","6","11","16","27.9","3.8","0.12","16.74","28.153","8452.369","3792.949"
"3","20","7","282","121","28.4","3.4","0.12","201.051","32.167","170908.966","160493.063"
"3","20","8","493","157","28.9","3.1","0.12","414.858","37.18","372721.454","355154.532"
"3","20","9","618","208","29.5","4.1","0.12","657.026","40.715","578418.408","553562.826"
"3","20","10","498","385","30.1","5.2","0.12","823.495","42.209","710321.508","680792.074"
"3","20","11","472","371","30.7","6.2","0.12","831.245","41.574","715953.621","686224.619"
"3","20","12","540","382","31.4","6.7","0.12","923.329","42.851","790251.946","757890.258"
"3","20","13","731","244","32","7.2","0.12","946.656","43.185","814719.781","781491.101"
"3","20","14","637","270","32.6","7.7","0.12","814.933","41.783","708468.355","679004.586"
"3","20","15","564","221","31.7","7.1","0.12","610.795","39.012","541582.209","518031.88"
"3","20","16","433","172","30.8","6.5","0.12","379.864","35.644","340879.822","324441.176"
"3","20","17","222","93","29.9","5.9","0.12","145.402","31.84","119328.671","110740.463"
"3","20","18","10","7","29.1","5.3","0.12","7.439","29.188","3286.45","0"
"3","20","19","0","0","28.2","4.7","0.12","0","28.2","0","0"
"3","20","20","0","0","27.3","4.1","0.12","0","27.3","0","0"
"3","20","21","0","0","27.1","4","0.12","0","27.1","0","0"
"3","20","22","0","0","27","3.9","0.12","0","27","0","0"
"3","20","23","0","0","26.8","3.8","0.12","0","26.8","0","0"
"3","21","0","0","0","26.6","3.8","0.12","0","26.6","0","0"
"3","21","1","0","0","26.5","3.7","0.12","0","26.5","0","0"
"3","21","2","0","0","26.3","3.6","0.12","0","26.3","0","0"
"3","21","3","0","0","26.2","2.9","0.12","0","26.2","0","0"
"3","21","4","0","0","26.2","2.2","0.12","0","26.2","0","0"
"3","21","5","0","0","26.1","1.5","0.12","0","26.1","0","0"
"3","21","6","42","15","27.3","2.9","0.12","17.699","27.6","8520.49","3858.657"
"3","21","7","307","90","28.5","4.3","0.12","177.787","31.409","149467.686","139811.533"
"3","21","8","206","205","29.7","5.7","0.12","312.688","34.052","279784.817","265511.009"
"3","21","9","532","166","30.2","5.9","0.12","553.217","37.721","492520.593","470708.711"
"3","21","10","369","215","30.6","6.2","0.12","540.542","37.684","475186.153","453988.5"
"3","21","11","717","249","31.1","6.4","0.12","947.733","43.254","814766.495","781536.159"
"3","21","12","484","303","31.6","6.7","0.12","788.413","41.381","680369.433","651901.32"
"3","21","13","684","195","32","6.9","0.12","852.316","42.38","737574.195","707079.09"
"3","21","14","640","258","32.5","7.2","0.12","805.138","42.022","699624.898","670474.488"
"3","21","15","539","182","31.4","7","0.12","554.33","38.105","493472.479","471626.868"
"3","21","16","382","185","30.3","6.9","0.12","367.69","34.797","330401.215","314333.868"
"3","21","17","203","91","29.2","6.7","0.12","138.696","30.898","114311.846","105901.404"
"3","21","18","3","10","28.6","6.2","0.12","10.115","28.71","4754.321","225.938"
"3","21","19","0","0","28","5.6","0.12","0","28","0","0"
"3","21","20","0","0","27.4","5.1","0.12","0","27.4","0","0"
"3","21","21","0","0","27.4","4.1","0.12","0","27.4","0","0"
"3","21","22","0","0","27.4","3.1","0.12","0","27.4","0","0"
"3","21","23","0","0","27.3","2","0.12","0","27.3","0","0"
"3","22","0","0","0","27.3","1","0.12","0","27.3","0","0"
"3","22","1","0","0","27.2","1","0.12","0","27.2","0","0"
"3","22","2","0","0","27","1","0.12","0","27","0","0"
"3","22","3","0","0","25.7","0.7","0.12","0","25.7","0","0"
"3","22","4","0","0","24.3","0.3","0.12","0","24.3","0","0"
"3","22","5","0","0","23","0","0.12","0","23","0","0"
"3","22","6","15","12","24.7","0.2","0.12","13.014","25.129","6820.342","2218.751"
"3","22","7","149","93","26.3","0.3","0.12","135.785","31.291","115298.573","106853.167"
"3","22","8","557","149","28","0.5","0.12","441.533","43.477","387511.89","369420.884"
"3","22","9","742","140","29","0.8","0.12","680.093","50.871","576309.359","551528.508"
"3","22","10","684","192","30","1.2","0.12","795.022","53.032","660848.935","633072.511"
"3","22","11","440","236","31","1.5","0.12","665.555","48.936","557889.533","533761.37"
"3","22","12","410","258","31.3","1.9","0.12","669.385","47.838","562393.867","538106.098"
"3","22","13","332","381","31.7","2.2","0.12","700.179","47.973","585952.082","560829.551"
"3","22","14","495","178","32","2.6","0.12","601.155","45.014","516083.908","493437.085"
"3","22","15","448","211","29.3","2.1","0.12","520.04","41.696","454644.593","434174.809"
"3","22","16","192","123","26.7","1.5","0.12","214.739","32.517","191356.878","180216.425"
"3","22","17","65","57","24","1","0.12","72.146","26.176","60437.311","53935.858"
"3","22","18","12","6","24.7","1.2","0.12","6.535","24.853","2885.559","0"
"3","22","19","0","0","25.3","1.3","0.12","0","25.3","0","0"
"3","22","20","0","0","26","1.5","0.12","0","26","0","0"
"3","22","21","0","0","26.2","1.2","0.12","0","26.2","0","0"
"3","22","22","0","0","26.3","1","0.12","0","26.3","0","0"
"3","22","23","0","0","26.5","0.7","0.12","0","26.5","0","0"
"3","23","0","0","0","26.9","1","0.12","0","26.9","0","0"
"3","23","1","0","0","27.3","1.3","0.12","0","27.3","0","0"
"3","23","2","0","0","27.6","1.6","0.12","0","27.6","0","0"
"3","23","3","0","0","28","1.9","0.12","0","28","0","0"
"3","23","4","0","0","28.1","1.5","0.12","0","28.1","0","0"
"3","23","5","0","0","28.2","1.1","0.12","0","28.2","0","0"
"3","23","6","5","22","28.4","0.8","0.12","22.262","29.034","12597.983","7791.667"
"3","23","7","244","89","28.5","0.4","0.12","159.259","34.158","132698.321","123636.373"
"3","23","8","317","128","28.6","0","0.12","295.158","40.685","258475.298","244956.571"
"3","23","9","382","270","29.7","1.2","0.12","548.945","45.604","469888.122","448878.199"
"3","23","10","703","155","30.9","2.4","0.12","774.848","48.311","658022.021","630345.766"
"3","23","11","661","300","32","3.6","0.12","944.649","49.291","790779.636","758399.251"
