hour,solar_cf
2106,0.061742093
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,0.006621469
2120,0.090945026
2121,0.317710699
2122,0.353209674
2123,0.446699703
2124,0.496922093
2125,0.718554312
2126,0.636353519
2127,0.597655903
2128,0.433594522
2129,0.24270539
2130,0.055307886
2131,0
2132,0
2133,0
2134,0
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2141,0
2142,0
2143,0.007067409
2144,0.133277684
2145,0.316503434
2146,0.527841807
2147,0.623512466
2148,0.683079905
2149,0.81236323
2150,0.720023291
2151,0.654002446
2152,0.517549223
2153,0.212158124
2154,0.070994143
2155,0
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0
2163,0
2164,0
2165,0
2166,0
2167,0.007524557
2168,0.135727263
2169,0.366271199
2170,0.505733932
2171,0.652786527
2172,0.734681326
2173,0.759246299
2174,0.61164271
2175,0.576429817
2176,0.351648473
2177,0.274631847
2178,0.074969737
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,0
2190,0
2191,0.013303142
2192,0.109610842
2193,0.118887536
2194,0.464271836
2195,0.51820373
2196,0.527131192
2197,0.787955545
2198,0.604120403
2199,0.562060057
2200,0.444665129
2201,0.288679708
2202,0.100860262
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0.010019887
2216,0.086706666
2217,0.365926694
2218,0.621116898
2219,0.720627773
2220,0.73453285
2221,0.787514915
2222,0.783538173
2223,0.636739065
2224,0.532562133
2225,0.309162058
2226,0.106946866
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,0.006798348
2240,0.129956429
2241,0.282423318
2242,0.497281067
2243,0.547210536
2244,0.729801344
2245,0.870412337
2246,0.655803081
2247,0.544914113
2248,0.38001723
2249,0.286369294
2250,0.087450732
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,0.015098972
2264,0.118086845
2265,0.365636828
2266,0.550364446
2267,0.697293974
2268,0.78253936
2269,0.841658586
2270,0.800307984
2271,0.671684753
2272,0.518754957
2273,0.321478407
2274,0.090981196
2275,0
2276,0
2277,0
2278,0
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0.008493696
2288,0.153438216
2289,0.289363949
2290,0.496240209
2291,0.62600854
2292,0.672728209
2293,0.748097282
2294,0.781128664
2295,0.584678997
2296,0.503314743
2297,0.182365068
2298,0.083755796
2299,0
2300,0
2301,0
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,0
2310,0
2311,0.007662944
2312,0.133506754
2313,0.200164126
2314,0.398963803
2315,0.524750626
2316,0.682011965
2317,0.597762605
2318,0.542144375
2319,0.578060105
2320,0.47588584
2321,0.290141893
2322,0.089001318
2323,0
2324,0
2325,0
2326,0
2327,0
2328,0
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0
2335,0.006674022
2336,0.150152185
2337,0.168209645
2338,0.204491553
2339,0.284516749
2340,0.278306145
2341,0.454702672
2342,0.210241636
2343,0.415986905
2344,0.406784132
2345,0.238784686
2346,0.074082391
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,0
2358,0
2359,0.006261975
2360,0.13377666
2361,0.236313111
2362,0.354532692
2363,0.432751797
2364,0.560019659
2365,0.361230704
2366,0.470541507
2367,0.448625877
2368,0.389789357
2369,0.282127059
2370,0.059490777
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0
2383,0.009016395
2384,0.154541958
2385,0.254086451
2386,0.448561836
2387,0.612388168
2388,0.484052498
2389,0.575241471
2390,0.770405376
2391,0.585002389
2392,0.397019374
2393,0.249573135
2394,0.066512324
2395,0
2396,0
2397,0
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,0
2406,0
2407,0.009699236
2408,0.155431272
2409,0.329375675
2410,0.402183705
2411,0.63204341
2412,0.76711855
2413,0.621740758
2414,0.465353933
2415,0.645089439
2416,0.510510797
2417,0.250517642
2418,0.085243875
2419,0
2420,0
2421,0
2422,0
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,0
2430,0
2431,0.007846875
2432,0.096453491
2433,0.29473414
2434,0.271994776
2435,0.522764587
2436,0.44014662
2437,0.573014632
2438,0.554138063
2439,0.561681931
2440,0.453427208
2441,0.215507546
2442,0.046348529
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,0.016516141
2456,0.126183947
2457,0.177202062
2458,0.401606081
2459,0.441462093
2460,0.518903779
2461,0.751162148
2462,0.529257986
2463,0.434419226
2464,0.48026754
2465,0.241191677
2466,0.092661123
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0
2479,0.006440753
2480,0.154461377
2481,0.27243173
2482,0.589167973
2483,0.666695653
2484,0.726310519
2485,0.782636401
2486,0.720170571
2487,0.554737285
2488,0.407598663
2489,0.270036268
2490,0.056996525
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,0
2502,0
2503,0.018493861
2504,0.096614346
2505,0.215043801
2506,0.383150823
2507,0.303261207
2508,0.486768768
2509,0.641372009
2510,0.619298579
2511,0.661318247
2512,0.41237784
2513,0.237445172
2514,0.076072108
2515,0
2516,0
2517,0
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,0
2525,0
2526,0
2527,0.010216198
2528,0.122530814
2529,0.22094765
2530,0.486827034
2531,0.60612802
2532,0.76109227
2533,0.738413824
2534,0.621907336
2535,0.625491874
2536,0.341852188
2537,0.226490607
2538,0.064495266
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,0
2550,0
2551,0.014215341
2552,0.179161148
2553,0.216207198
2554,0.59921857
2555,0.617432457
2556,0.771934405
2557,0.628596352
2558,0.729075734
2559,0.641234686
2560,0.486294961
2561,0.310169238
2562,0.076667054
2563,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2574,0
2575,0.010255388
2576,0.137463735
2577,0.380440764
2578,0.568367862
2579,0.669279897
2580,0.776591631
2581,0.814952169
2582,0.780968322
2583,0.651663142
2584,0.494977305
2585,0.275596638
2586,0.082468878
2587,0
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0.010330288
2600,0.095610683
2601,0.19609975
2602,0.463614976
2603,0.300143622
2604,0.512132387
2605,0.538393002
2606,0.468826512
2607,0.532562687
2608,0.434423445
2609,0.164440351
2610,0.06205212
2611,0
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,0
2622,0
2623,0.014305278
2624,0.135234895
2625,0.346461657
2626,0.448344093
2627,0.614372424
2628,0.819306468
2629,0.645797802
2630,0.667583712
2631,0.645417896
2632,0.469965834
2633,0.292940993
2634,0.077263829
2635,0
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,0.020593848
2648,0.132440477
2649,0.308637221
2650,0.4356968
2651,0.773321329
2652,0.675756782
2653,0.722419976
2654,0.703224024
2655,0.644664797
2656,0.47206369
2657,0.30447997
2658,0.082444101
2659,0
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0
2671,0.009446153
2672,0.13506416
2673,0.284601338
2674,0.456639228
2675,0.409629853
2676,0.655753372
2677,0.466295529
2678,0.664605437
2679,0.356420633
2680,0.260921151
2681,0.178391731
2682,0.070922684
2683,0
2684,0
2685,0
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,0
2693,0
2694,0
2695,0.010161341
2696,0.090580834
2697,0.294852445
2698,0.471335519
2699,0.432460625
2700,0.625954618
2701,0.740479851
2702,0.461965668
2703,0.348592318
2704,0.303973331
2705,0.201302567
2706,0.073799178
2707,0
2708,0
2709,0
2710,0
2711,0
2712,0
2713,0
2714,0
2715,0
2716,0
2717,0
2718,0
2719,0.010953501
2720,0.133050659
2721,0.383780961
2722,0.272186463
2723,0.644673378
2724,0.752178253
2725,0.643307527
2726,0.373513162
2727,0.341528298
2728,0.164009508
2729,0.185397293
2730,0.041954526
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,0
2739,0
2740,0
2741,0
2742,0
2743,0.011612213
2744,0.131036933
2745,0.366296034
2746,0.485289442
2747,0.532526797
2748,0.537308199
2749,0.655437201
2750,0.742058774
2751,0.58675862
2752,0.485945183
2753,0.21190508
2754,0.068158146
2755,0
2756,0
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,0
2765,0
2766,0
2767,0.010479064
2768,0.125282734
2769,0.293526233
2770,0.44855822
2771,0.586172773
2772,0.504274128
2773,0.547278085
2774,0.555874338
2775,0.463320415
2776,0.398057522
2777,0.20644227
2778,0.05413597
2779,0
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,0
2787,0
2788,0
2789,0
2790,0
2791,0.015390581
2792,0.065985656
2793,0.284313085
2794,0.539520682
2795,0.585597333
2796,0.275945939
2797,0.518431324
2798,0.610734262
2799,0.528069127
2800,0.37855075
2801,0.243330013
2802,0.054813002
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2811,0
2812,0
2813,0
2814,0
2815,0.008590755
2816,0.145469503
2817,0.263062321
2818,0.223134318
2819,0.334025473
2820,0.58427717
2821,0.554246611
2822,0.395590879
2823,0.239893399
2824,0.195511047
2825,0.117040012
2826,0.091297545
2827,0
2828,0
2829,0
2830,0
2831,0
2832,0
2833,0
2834,0
2835,0
2836,0
2837,0
2838,0
2839,0.011300057
2840,0.110721382
2841,0.255163851
2842,0.278665447
2843,0.443910259
2844,0.459264917
2845,0.582121608
2846,0.507467046
2847,0.384422504
2848,0.334680501
2849,0.120370272
2850,0.042360685
2851,0
2852,0
2853,0
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,0
2863,0.009606283
2864,0.107495992
2865,0.27801608
2866,0.282421596
2867,0.576348179
2868,0.545305463
2869,0.549910895
2870,0.658919267
2871,0.596608636
2872,0.457106216
2873,0.141993515
2874,0.071342621
2875,0
2876,0
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0.011705681
2888,0.107387627
2889,0.18478552
2890,0.476877555
2891,0.531532151
2892,0.656316586
2893,0.709555201
2894,0.52330623
2895,0.567637788
2896,0.378878653
2897,0.22786411
2898,0.062156462
2899,0
2900,0
2901,0
2902,0
2903,0
2904,0
2905,0
2906,0
2907,0
2908,0
2909,0
2910,0
2911,0.012717346
2912,0.107376153
2913,0.312041285
2914,0.468586657
2915,0.601788869
2916,0.703526603
2917,0.744634606
2918,0.709085957
2919,0.561161527
2920,0.445459107
2921,0.162280151
2922,0.053228026
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,0
2934,0
2935,0.016207574
2936,0.119764121
2937,0.259544428
2938,0.346649518
2939,0.357387651
2940,0.677558651
2941,0.585643134
2942,0.437240365
2943,0.629208864
2944,0.420054618
2945,0.259426621
2946,0.055749969
2947,0
2948,0
2949,0
2950,0
2951,0
2952,0
2953,0
2954,0
2955,0
2956,0
2957,0
2958,0
2959,0.01182218
2960,0.159155994
2961,0.354877818
2962,0.2943786
2963,0.525254082
2964,0.562683596
2965,0.681537145
2966,0.243628739
2967,0.476754198
2968,0.365935647
2969,0.234672249
2970,0.041640032
2971,0
2972,0
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,0
2980,0
2981,0
2982,0
2983,0.010959049
2984,0.154021228
2985,0.350128308
2986,0.281459307
2987,0.511493572
2988,0.375763036
2989,0.611630316
2990,0.441048041
2991,0.350559653
2992,0.378025594
2993,0.155719979
2994,0.048708283
2995,0
2996,0
2997,0
2998,0
2999,0
3000,0
3001,0
3002,0
3003,0
3004,0
3005,0
3006,0
3007,0.012103212
3008,0.097368409
3009,0.157633565
3010,0.414065473
3011,0.453940841
3012,0.532029728
3013,0.460739016
3014,0.387397954
3015,0.318041688
3016,0.315903897
3017,0.177806712
3018,0.051706192
3019,0
3020,0
3021,0
3022,0
3023,0
3024,0
3025,0
3026,0
3027,0
3028,0
3029,0
3030,0
3031,0.013309852
3032,0.087639774
3033,0.277882171
3034,0.31844782
3035,0.47214101
3036,0.204300727
3037,0.243159318
3038,0.369802065
3039,0.160198928
3040,0.204655969
3041,0.109703101
3042,0.041906815
3043,0
3044,0
3045,0
3046,0
3047,0
3048,0
3049,0
3050,0
3051,0
3052,0
3053,0
3054,0
3055,0.013211681
3056,0.133145114
3057,0.319309616
3058,0.426977251
3059,0.464828644
3060,0.505211087
3061,0.448396057
3062,0.346393602
3063,0.207161356
3064,0.256394891
3065,0.070038742
3066,0.036120403
3067,0
3068,0
3069,0
3070,0
3071,0
3072,0
3073,0
3074,0
3075,0
3076,0
3077,0
3078,0
3079,0.015618758
3080,0.10355514
3081,0.309412377
3082,0.2977844
3083,0.111694024
3084,0.414356757
3085,0.608769142
3086,0.401875166
3087,0.55804993
3088,0.343528319
3089,0.154284785
3090,0.038741995
3091,0
3092,0
3093,0
3094,0
3095,0
3096,0
3097,0
3098,0
3099,0
3100,0
3101,0
3102,0
3103,0.010560892
3104,0.132767588
3105,0.299218571
3106,0.406929491
3107,0.548027097
3108,0.608545712
3109,0.580783864
3110,0.460274933
3111,0.429885136
3112,0.387723845
3113,0.162957459
3114,0.042325582
3115,0
3116,0
3117,0
3118,0
3119,0
3120,0
3121,0
3122,0
3123,0
3124,0
3125,0
3126,0
3127,0.010819869
3128,0.164450159
3129,0.27666743
3130,0.452872655
3131,0.525385963
3132,0.60046784
3133,0.74029236
3134,0.620640907
3135,0.382229913
3136,0.221255799
3137,0.268690901
3138,0.054840383
3139,0
3140,0
3141,0
3142,0
3143,0
3144,0
3145,0
3146,0
3147,0
3148,0
3149,0
3150,0
3151,0.01177385
3152,0.113491738
3153,0.307303377
3154,0.350235332
3155,0.436103921
3156,0.593765343
3157,0.597014746
3158,0.559490298
3159,0.518692865
3160,0.384116096
3161,0.114599292
3162,0.053657157
3163,0
3164,0
3165,0
3166,0
3167,0
3168,0
3169,0
3170,0
3171,0
3172,0
3173,0
3174,0
3175,0.011462639
3176,0.101095083
3177,0.277079001
3178,0.317981388
3179,0.377034567
3180,0.35695395
3181,0.352374933
3182,0.351665711
3183,0.357443054
3184,0.32928409
3185,0.123588927
3186,0.049271207
3187,0
3188,0
3189,0
3190,0
3191,0
3192,0
3193,0
3194,0
3195,0
3196,0
3197,0
3198,0
3199,0.010770033
3200,0.121331939
3201,0.287730063
3202,0.461924561
3203,0.530657535
3204,0.376663067
3205,0.651680682
3206,0.629299153
3207,0.561303557
3208,0.410132901
3209,0.209670315
3210,0.044948732
3211,0
3212,0
3213,0
3214,0
3215,0
3216,0
3217,0
3218,0
3219,0
3220,0
3221,0
3222,0
3223,0.014357548
3224,0.101159705
3225,0.220623997
3226,0.455881523
3227,0.521613623
3228,0.652222476
3229,0.482383882
3230,0.693198774
3231,0.495754823
3232,0.362362823
3233,0.266982211
3234,0.067209867
3235,0
3236,0
3237,0
3238,0
3239,0
3240,0
3241,0
3242,0
3243,0
3244,0
3245,0
3246,0
3247,0.012270478
3248,0.119806602
3249,0.315656002
3250,0.356599115
3251,0.620993807
3252,0.64139748
3253,0.539272835
3254,0.681566466
3255,0.616361598
3256,0.359541702
3257,0.267669466
3258,0.067955357
3259,0
3260,0
3261,0
3262,0
3263,0
3264,0
3265,0
3266,0
3267,0
3268,0
3269,0
3270,0
3271,0.01297524
3272,0.149963308
3273,0.303701802
3274,0.589311968
3275,0.636116945
3276,0.813539258
3277,0.750535025
3278,0.702380601
3279,0.629299302
3280,0.456664084
3281,0.150742753
3282,0.065827183
3283,0
3284,0
3285,0
3286,0
3287,0
3288,0
3289,0
3290,0
3291,0
3292,0
3293,0
3294,0
3295,0.009132484
3296,0.137440752
3297,0.105013947
3298,0.239333362
3299,0.478284845
3300,0.246421171
3301,0.481350745
3302,0.717612321
3303,0.598841307
3304,0.450392435
3305,0.269692589
3306,0.061628008
3307,0
3308,0
3309,0
3310,0
3311,0
3312,0
3313,0
3314,0
3315,0
3316,0
3317,0
3318,0
3319,0.012113195
3320,0.132990398
3321,0.242760845
3322,0.461976986
3323,0.515714127
3324,0.487726141
3325,0.652298449
3326,0.575344828
3327,0.220706683
3328,0.156589669
3329,0.231052656
3330,0.058943737
3331,0
3332,0
3333,0
3334,0
3335,0
3336,0
3337,0
3338,0
3339,0
3340,0
3341,0
3342,0
3343,0.010021604
3344,0.144692487
3345,0.27466265
3346,0.158288027
3347,0.529623104
3348,0.418333935
3349,0.298446213
3350,0.412307603
3351,0.409241886
3352,0.235291082
3353,0.188370174
3354,0.045878095
3355,0
3356,0
3357,0
3358,0
3359,0
3360,0
3361,0
3362,0
3363,0
3364,0
3365,0
3366,0
3367,0.019049201
3368,0.10054003
3369,0.245748978
3370,0.266008402
3371,0.295729347
3372,0.195483533
3373,0.192719007
3374,0.403457201
3375,0.214776156
3376,0.083284562
3377,0.121795891
3378,0.025063802
3379,0
3380,0
3381,0
3382,0
3383,0
3384,0
3385,0
3386,0
3387,0
3388,0
3389,0
3390,0
3391,0.010511308
3392,0.120175905
3393,0.250858448
3394,0.51519301
3395,0.637063014
3396,0.695387968
3397,0.6623332
3398,0.660096251
3399,0.612402746
3400,0.384853181
3401,0.260787186
3402,0.058093843
3403,0
3404,0
3405,0
3406,0
3407,0
3408,0
3409,0
3410,0
3411,0
3412,0
3413,0
3414,0
3415,0.009640863
3416,0.127667599
3417,0.308145636
3418,0.431362072
3419,0.559119719
3420,0.477529555
3421,0.63452696
3422,0.47883016
3423,0.5803681
3424,0.310682142
3425,0.163389282
3426,0.037402326
3427,0
3428,0
3429,0
3430,0
3431,0
3432,0
3433,0
3434,0
3435,0
3436,0
3437,0
3438,0
3439,0.01191845
3440,0.118826586
3441,0.199309887
3442,0.285226605
3443,0.419582625
3444,0.375015712
3445,0.624885294
3446,0.313101435
3447,0.457134147
3448,0.352282194
3449,0.091543203
3450,0.041090118
3451,0
3452,0
3453,0
3454,0
3455,0
3456,0
3457,0
3458,0
3459,0
3460,0
3461,0
3462,0
3463,0.010029939
3464,0.104373704
3465,0.302966578
3466,0.394140684
3467,0.449014918
3468,0.652057692
3469,0.484789961
3470,0.60745901
3471,0.503951657
3472,0.378122807
3473,0.178950696
3474,0.050967498
3475,0
3476,0
3477,0
3478,0
3479,0
3480,0
3481,0
3482,0
3483,0
3484,0
3485,0
3486,0
3487,0.010049213
3488,0.120776304
3489,0.207240067
3490,0.380843909
3491,0.523298409
3492,0.475678753
3493,0.688777097
3494,0.646019895
3495,0.513292583
3496,0.366012086
3497,0.178616484
3498,0.046892326
3499,0
3500,0
3501,0
3502,0
3503,0
3504,0
3505,0
3506,0
3507,0
3508,0
3509,0
3510,0
3511,0.008975698
3512,0.136201454
3513,0.330216272
3514,0.524271076
3515,0.655776349
3516,0.684292455
3517,0.657497159
3518,0.581082722
3519,0.607321392
3520,0.387853811
3521,0.254449571
3522,0.05040104
3523,0
3524,0
3525,0
3526,0
3527,0
3528,0
3529,0
3530,0
3531,0
3532,0
3533,0
3534,0
3535,0.010543074
3536,0.134337903
3537,0.239276326
3538,0.562297714
3539,0.464151898
3540,0.775774457
3541,0.68003857
3542,0.674691824
3543,0.516573497
3544,0.36588346
3545,0.219777647
3546,0.066217459
3547,0
3548,0
3549,0
3550,0
3551,0
3552,0
3553,0
3554,0
3555,0
3556,0
3557,0
3558,0
3559,0.009314641
3560,0.119730578
3561,0.289080239
3562,0.355008546
3563,0.445315803
3564,0.575022269
3565,0.69866988
3566,0.652645001
3567,0.415707191
3568,0.254028977
3569,0.226269106
3570,0.069840825
3571,0
3572,0
3573,0
3574,0
3575,0
3576,0
3577,0
3578,0
3579,0
3580,0
3581,0
3582,0
3583,0.009678337
3584,0.118856048
3585,0.323633756
3586,0.495707885
3587,0.594728016
3588,0.539368285
3589,0.399490274
3590,0.514265458
3591,0.253267812
3592,0.268493907
3593,0.130142563
3594,0.047553109
3595,0
3596,0
3597,0
3598,0
3599,0
3600,0
3601,0
3602,0
3603,0
3604,0
3605,0
3606,0
3607,0.009103931
3608,0.14582761
3609,0.328983301
3610,0.523111495
3611,0.692549435
3612,0.60778705
3613,0.671924457
3614,0.610002715
3615,0.514193114
3616,0.376668657
3617,0.21949695
3618,0.044945105
3619,0
3620,0
3621,0
3622,0
3623,0
3624,0
3625,0
3626,0
3627,0
3628,0
3629,0
3630,0
3631,0.009734997
3632,0.147667242
3633,0.261201791
3634,0.379794767
3635,0.574826523
3636,0.658487535
3637,0.65894391
3638,0.537528381
3639,0.399093678
3640,0.34428577
3641,0.164548494
3642,0.035239087
3643,0
3644,0
3645,0
3646,0
3647,0
3648,0
3649,0
3650,0
3651,0
3652,0
3653,0
3654,0
3655,0.010901981
3656,0.14254937
3657,0.294337555
3658,0.424026287
3659,0.497760512
3660,0.231543613
3661,0.175459829
3662,0.379749437
3663,0.328648513
3664,0.208956474
3665,0.104722212
3666,0.036399539
3667,0
3668,0
3669,0
3670,0
3671,0
3672,0
3673,0
3674,0
3675,0
3676,0
3677,0
3678,0
3679,0.009578282
3680,0.127895712
3681,0.297409512
3682,0.517322604
3683,0.486568317
3684,0.68109173
3685,0.7061424
3686,0.460727187
3687,0.4528797
3688,0.477288085
3689,0.265607882
3690,0.069244191
3691,0
3692,0
3693,0
3694,0
3695,0
3696,0
3697,0
3698,0
3699,0
3700,0
3701,0
3702,0
3703,0.009249017
3704,0.159735465
3705,0.367619931
3706,0.396299668
3707,0.62615529
3708,0.669365194
3709,0.531977359
3710,0.620373541
3711,0.549585657
3712,0.430779548
3713,0.279332531
3714,0.077507315
3715,0
3716,0
3717,0
3718,0
3719,0
3720,0
3721,0
3722,0
3723,0
3724,0
3725,0
3726,0
3727,0.007732188
3728,0.101019314
3729,0.245685001
3730,0.380706935
3731,0.649439085
3732,0.58584324
3733,0.685914755
3734,0.632070401
3735,0.481554991
3736,0.401347965
3737,0.242215359
3738,0.071006908
3739,0
3740,0
3741,0
3742,0
3743,0
3744,0
3745,0
3746,0
3747,0
3748,0
3749,0
3750,0
3751,0.008276879
3752,0.119627299
3753,0.293472262
3754,0.309966212
3755,0.587583917
3756,0.635421012
3757,0.691741119
3758,0.648942739
3759,0.560903071
3760,0.448842874
3761,0.21315682
3762,0.070423142
3763,0
3764,0
3765,0
3766,0
3767,0
3768,0
3769,0
3770,0
3771,0
3772,0
3773,0
3774,0
3775,0.007581792
3776,0.092099037
3777,0.279509751
3778,0.442473647
3779,0.598451051
3780,0.678257255
3781,0.592931648
3782,0.515534313
3783,0.514843662
3784,0.387043847
3785,0.205170638
3786,0.056597238
3787,0
3788,0
3789,0
3790,0
3791,0
3792,0
3793,0
3794,0
3795,0
3796,0
3797,0
3798,0
3799,0.008156828
3800,0.12605163
3801,0.283860076
3802,0.507033961
3803,0.536832091
3804,0.614217058
3805,0.697191533
3806,0.473460059
3807,0.419163722
3808,0.300674092
3809,0.100854504
3810,0.066584528
3811,0
3812,0
3813,0
3814,0
3815,0
3816,0
3817,0
3818,0
3819,0
3820,0
3821,0
3822,0
3823,0.005434397
3824,0.055626263
3825,0.078206802
3826,0.16228127
3827,0.250152613
3828,0.167711732
3829,0.182996414
3830,0.299383507
3831,0.24222278
3832,0.193721448
3833,0.075063495
3834,0.026687536
3835,0
3836,0
3837,0
3838,0
3839,0
3840,0
3841,0
3842,0
3843,0
3844,0
3845,0
3846,0
3847,0.006637251
3848,0.125415009
3849,0.203124655
3850,0.305711886
3851,0.441584225
3852,0.668914405
3853,0.559117784
3854,0.544836157
3855,0.502553376
3856,0.35367691
3857,0.141798166
3858,0.05190784
3859,0
3860,0
3861,0
3862,0
3863,0
3864,0
3865,0
3866,0
3867,0
3868,0
3869,0
3870,0
3871,0.007231621
3872,0.123956802
3873,0.28562011
3874,0.449028659
3875,0.540703516
3876,0.382529997
3877,0.420838895
3878,0.440644845
3879,0.428476986
3880,0.369312971
3881,0.203270015
3882,0.060423224
3883,0
3884,0
3885,0
3886,0
3887,0
3888,0
3889,0
3890,0
3891,0
3892,0
3893,0
3894,0
3895,0.006287417
3896,0.144769059
3897,0.298180477
3898,0.350012171
3899,0.410577968
3900,0.547821246
3901,0.571504542
3902,0.463864498
3903,0.586799618
3904,0.39369492
3905,0.216478147
3906,0.05105718
3907,0
3908,0
3909,0
3910,0
3911,0
3912,0
3913,0
3914,0
3915,0
3916,0
3917,0
3918,0
3919,0.007067405
3920,0.131144543
3921,0.392934731
3922,0.440128631
3923,0.572998328
3924,0.699455518
3925,0.687278345
3926,0.681726936
3927,0.568845512
3928,0.455999378
3929,0.273733898
3930,0.071165881
3931,0
3932,0
3933,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,0
3940,0
3941,0
3942,0
3943,0.00554776
3944,0.13622461
3945,0.191873835
3946,0.517133174
3947,0.598457315
3948,0.61141024
3949,0.698047612
3950,0.669976454
3951,0.587515796
3952,0.429537629
3953,0.265200872
3954,0.060415486
3955,0
3956,0
3957,0
3958,0
3959,0
3960,0
3961,0
3962,0
3963,0
3964,0
3965,0
3966,0
3967,0.010933
3968,0.078558901
3969,0.176315511
3970,0.203439793
3971,0.196420321
3972,0.150056794
3973,0.169147478
3974,0.359986749
3975,0.245553498
3976,0.189564909
3977,0.183845725
3978,0.048782954
3979,0
3980,0
3981,0
3982,0
3983,0
3984,0
3985,0
3986,0
3987,0
3988,0
3989,0
3990,0
3991,0.007042846
3992,0.1329027
3993,0.208337397
3994,0.413196243
3995,0.498636602
3996,0.326172661
3997,0.407049161
3998,0.480710871
3999,0.401105742
4000,0.302649006
4001,0.156238177
4002,0.040326203
4003,0
4004,0
4005,0
4006,0
4007,0
4008,0
4009,0
4010,0
4011,0
4012,0
4013,0
4014,0
4015,0.003767171
4016,0.119751236
4017,0.152668337
4018,0.26726687
4019,0.38839564
4020,0.424886514
4021,0.355223429
4022,0.344958918
4023,0.254845514
4024,0.396421574
4025,0.159280664
4026,0.061848752
4027,0
4028,0
4029,0
4030,0
4031,0
4032,0
4033,0
4034,0
4035,0
4036,0
4037,0
4038,0
4039,0.00392092
4040,0.12234258
4041,0.169037781
4042,0.439823474
4043,0.633193082
4044,0.649678517
4045,0.576257745
4046,0.596799527
4047,0.557695146
4048,0.44728717
4049,0.26272488
4050,0.064980473
4051,0
4052,0
4053,0
4054,0
4055,0
4056,0
4057,0
4058,0
4059,0
4060,0
4061,0
4062,0
4063,0.00496853
4064,0.103000969
4065,0.304184177
4066,0.379741968
4067,0.602934847
4068,0.665573925
4069,0.620750187
4070,0.666192724
4071,0.409570018
4072,0.407227129
4073,0.164656171
4074,0.051726831
4075,0
4076,0
4077,0
4078,0
4079,0
4080,0
4081,0
4082,0
4083,0
4084,0
4085,0
4086,0
4087,0.003564589
4088,0.108963516
4089,0.258995833
4090,0.449131489
4091,0.641269639
4092,0.532181218
4093,0.632181181
4094,0.673735776
4095,0.520295496
4096,0.443702758
4097,0.267811256
4098,0.077942717
4099,0
4100,0
4101,0
4102,0
4103,0
4104,0
4105,0
