hour,solar_cf
185,0.249896258
186,0.071348005
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0.004894348
200,0.078731901
201,0.371568372
202,0.334207846
203,0.671632747
204,0.563579071
205,0.841816518
206,0.789044234
207,0.578618742
208,0.520896191
209,0.302975353
210,0.101752635
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0.006766029
224,0.118626211
225,0.197873961
226,0.372258857
227,0.448110563
228,0.57974676
229,0.728473498
230,0.710467495
231,0.639444921
232,0.493101861
233,0.316100763
234,0.10303994
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0.005732711
248,0.134535426
249,0.296167358
250,0.418123008
251,0.477489018
252,0.782440068
253,0.777570954
254,0.740851818
255,0.653468474
256,0.52420921
257,0.314723184
258,0.105728499
259,0.000288117
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0.005060382
272,0.140293922
273,0.341063579
274,0.417908618
275,0.558215592
276,0.70394196
277,0.721042986
278,0.730638301
279,0.62906907
280,0.52352645
281,0.302692959
282,0.08746037
283,0.000182051
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0.005426744
296,0.099822697
297,0.278995662
298,0.364360208
299,0.643408402
300,0.619445808
301,0.770697759
302,0.715673486
303,0.479215132
304,0.462975032
305,0.226484328
306,0.073729223
307,0.000228047
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0.004017636
320,0.126572585
321,0.31751147
322,0.383044557
323,0.586874108
324,0.74138024
325,0.704518185
326,0.533980772
327,0.616984901
328,0.46620789
329,0.251606449
330,0.04943491
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0.003325312
344,0.149748307
345,0.359377286
346,0.498256689
347,0.624838747
348,0.72419529
349,0.778650194
350,0.728952826
351,0.655554524
352,0.528528653
353,0.35281894
354,0.115122978
355,0.000140606
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0.004307951
368,0.126821582
369,0.331438673
370,0.520202214
371,0.633377479
372,0.767738455
373,0.776505369
374,0.760175199
375,0.5474658
376,0.512208234
377,0.298127481
378,0.095039597
379,0.000701661
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0.003697
392,0.114613975
393,0.271085588
394,0.472152639
395,0.498232112
396,0.663720998
397,0.699800352
398,0.727126483
399,0.307476402
400,0.234830249
401,0.284020461
402,0.092480189
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0.003345518
416,0.116881258
417,0.234946434
418,0.465618987
419,0.573202756
420,0.64081518
421,0.693386775
422,0.717070859
423,0.637990548
424,0.511617324
425,0.314539066
426,0.113842205
427,0.001297112
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0.002150768
440,0.117075993
441,0.294760191
442,0.436172161
443,0.6576697
444,0.761315846
445,0.795948616
446,0.598863967
447,0.651084278
448,0.505876031
449,0.374472709
450,0.123102965
451,0.000490545
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0.004789767
464,0.104007992
465,0.12771495
466,0.471500569
467,0.497730357
468,0.576246636
469,0.646262035
470,0.759991419
471,0.690857309
472,0.45786685
473,0.344769254
474,0.130165051
475,0.000430047
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0.002233044
488,0.134417908
489,0.305335118
490,0.444957742
491,0.709993719
492,0.702606921
493,0.70814356
494,0.734378976
495,0.607785218
496,0.416270034
497,0.345170778
498,0.107276968
499,0.000715679
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0.0021833
512,0.084751119
513,0.237311222
514,0.46928903
515,0.556897108
516,0.558763431
517,0.694207518
518,0.650632436
519,0.565111314
520,0.437087929
521,0.313527038
522,0.116774157
523,0.001720149
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0.002757577
536,0.075594214
537,0.187237956
538,0.324976961
539,0.517560472
540,0.501255336
541,0.789307939
542,0.706800621
543,0.657091378
544,0.477942169
545,0.289226991
546,0.080210842
547,0.00126153
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0.003619207
560,0.08529152
561,0.205410572
562,0.293622231
563,0.434626607
564,0.556551392
565,0.442785305
566,0.590198099
567,0.542851741
568,0.436884739
569,0.311648012
570,0.135222726
571,0.00069911
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0.006196332
584,0.094648169
585,0.335052912
586,0.376331162
587,0.615557266
588,0.645114096
589,0.833378266
590,0.77391191
591,0.709923924
592,0.562011972
593,0.352896571
594,0.137448249
595,0.000871875
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0.001755398
608,0.115603184
609,0.334839579
610,0.50203923
611,0.661939745
612,0.68162368
613,0.828575057
614,0.71676743
615,0.71455797
616,0.556408825
617,0.360133157
618,0.088499128
619,0.001203998
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0.001805421
632,0.083224686
633,0.303811122
634,0.352925424
635,0.52045519
636,0.561998052
637,0.554580151
638,0.596732936
639,0.594239686
640,0.423608671
641,0.262915988
642,0.130184093
643,0.000646992
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0.002241391
656,0.10587044
657,0.30939354
658,0.500756571
659,0.645258213
660,0.734397664
661,0.782024958
662,0.712275827
663,0.646502904
664,0.533443713
665,0.321105788
666,0.101577099
667,0.00221286
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0.001267667
680,0.082629849
681,0.265038529
682,0.443552685
683,0.728547756
684,0.670279853
685,0.765255582
686,0.664647668
687,0.619575781
688,0.546509389
689,0.360811904
690,0.124242426
691,0.00107444
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0.001770669
704,0.137946828
705,0.307095312
706,0.469291764
707,0.550518345
708,0.762012645
709,0.691651334
710,0.740745252
711,0.641989047
712,0.515262255
713,0.333554715
714,0.127772759
715,0.002168689
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0.001250897
728,0.047046641
729,0.202742343
730,0.25765511
731,0.345482468
732,0.469618174
733,0.655557795
734,0.614451358
735,0.692711175
736,0.486191699
737,0.29456033
738,0.109912545
739,0.00174752
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0.003652395
752,0.107858192
753,0.245567268
754,0.195709078
755,0.477792849
756,0.590037883
757,0.668025603
758,0.705789412
759,0.61994768
760,0.518943561
761,0.367682147
762,0.14011413
763,0.001694771
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0.001722468
776,0.145427199
777,0.228968359
778,0.431988966
779,0.540170497
780,0.467265817
781,0.676515205
782,0.799383235
783,0.547322813
784,0.493876269
785,0.255365456
786,0.12882839
787,0.002253149
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0.001165483
800,0.107465067
801,0.30735014
802,0.528163741
803,0.676456139
804,0.769671237
805,0.807110252
806,0.719842849
807,0.653970237
808,0.542368858
809,0.351163546
810,0.139721767
811,0.001771217
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0.0002701
824,0.092097228
825,0.240069417
826,0.313914978
827,0.517453985
828,0.784144433
829,0.757108074
830,0.62920777
831,0.703497525
832,0.475552865
833,0.392954242
834,0.153656173
835,0.003281038
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0.001223933
848,0.123770729
849,0.281494436
850,0.42589635
851,0.61137994
852,0.777544279
853,0.774922873
854,0.738944588
855,0.690853448
856,0.5514796
857,0.372794039
858,0.136771546
859,0.001916125
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0.001780272
872,0.137085711
873,0.264774961
874,0.36959643
875,0.476930248
876,0.681467864
877,0.655894701
878,0.718233903
879,0.69098977
880,0.531111332
881,0.363357907
882,0.129827479
883,0.002204632
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0.001224088
896,0.075081277
897,0.272697885
898,0.441346137
899,0.611746514
900,0.77215707
901,0.772248349
902,0.692286166
903,0.625260266
904,0.533458883
905,0.361607048
906,0.134941978
907,0.002251275
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0.001776566
920,0.11742707
921,0.274344223
922,0.41987672
923,0.652314393
924,0.733771893
925,0.759921476
926,0.713937695
927,0.691644542
928,0.479089916
929,0.33102176
930,0.115166485
931,0.002802424
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0.001287927
944,0.091280081
945,0.29599418
946,0.552929146
947,0.63417419
948,0.771829544
949,0.728751418
950,0.807537669
951,0.630422816
952,0.44651416
953,0.335722377
954,0.115659305
955,0.002211702
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0.001683091
968,0.071591327
969,0.292452242
970,0.530749671
971,0.636085466
972,0.661432389
973,0.733052411
974,0.780391969
975,0.592127215
976,0.601315188
977,0.373150483
978,0.129950937
979,0.001478877
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0.001716899
992,0.123117026
993,0.310606708
994,0.527425411
995,0.564558601
996,0.746970739
997,0.733965615
998,0.694611836
999,0.682806522
1000,0.442788832
1001,0.343447057
1002,0.116056922
1003,0.0027164
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0.001221884
1016,0.077816652
1017,0.31919156
1018,0.44447137
1019,0.673174825
1020,0.709941195
1021,0.803198839
1022,0.766280351
1023,0.638346932
1024,0.427655394
1025,0.372315306
1026,0.136682582
1027,0.002302787
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0.048746677
1041,0.116486854
1042,0.187734426
1043,0.113612993
1044,0.218479049
1045,0.658500735
1046,0.7027023
1047,0.696591415
1048,0.543564181
1049,0.382568501
1050,0.147737754
1051,0.001987585
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0.001284414
1064,0.094198383
1065,0.234590663
1066,0.515059047
1067,0.566077511
1068,0.430458023
1069,0.492693551
1070,0.598718348
1071,0.46970939
1072,0.482648219
1073,0.254381475
1074,0.091547858
1075,0.003171528
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0.000729638
1088,0.12883911
1089,0.351927044
1090,0.55441201
1091,0.698038997
1092,0.706620477
1093,0.789670853
1094,0.773050569
1095,0.662275304
1096,0.489888359
1097,0.348248394
1098,0.137029583
1099,0.001816154
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0.000663844
1112,0.130267649
1113,0.360665911
1114,0.53666583
1115,0.719632745
1116,0.760861597
1117,0.819741406
1118,0.704224157
1119,0.720809525
1120,0.522493759
1121,0.358790622
1122,0.136333422
1123,0.003232984
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0.003190332
1136,0.089889164
1137,0.32883165
1138,0.334801587
1139,0.614792576
1140,0.554548001
1141,0.624745493
1142,0.524721501
1143,0.623060156
1144,0.396121952
1145,0.291926158
1146,0.120463628
1147,0.002182726
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0.00127104
1160,0.120242263
1161,0.34389565
1162,0.450955137
1163,0.523786009
1164,0.765927639
1165,0.702890204
1166,0.628923966
1167,0.690559459
1168,0.549412358
1169,0.328419561
1170,0.130705175
1171,0.001752714
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0.001293075
1184,0.086077384
1185,0.221150804
1186,0.542402766
1187,0.677792349
1188,0.766985927
1189,0.805962885
1190,0.788087564
1191,0.704816187
1192,0.574580139
1193,0.352745965
1194,0.120215991
1195,0.002262942
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0.00324285
1208,0.138514417
1209,0.237342416
1210,0.427194713
1211,0.746871501
1212,0.718584139
1213,0.776247494
1214,0.561810722
1215,0.64400787
1216,0.545071883
1217,0.267570509
1218,0.101824975
1219,0.001801756
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0.003634063
1232,0.135955834
1233,0.306151398
1234,0.5167986
1235,0.549421392
1236,0.663340688
1237,0.677613584
1238,0.808552473
1239,0.69130148
1240,0.491334914
1241,0.397297351
1242,0.158729358
1243,0.002835989
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0.000413383
1256,0.12320669
1257,0.312872753
1258,0.505121542
1259,0.677695586
1260,0.812041554
1261,0.818042377
1262,0.842597307
1263,0.717985012
1264,0.582634035
1265,0.39475152
1266,0.151602124
1267,0.001201731
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0.001869163
1280,0.124216572
1281,0.333386808
1282,0.452813162
1283,0.603204585
1284,0.781571094
1285,0.765719087
1286,0.755840025
1287,0.651991404
1288,0.552448308
1289,0.367436262
1290,0.136838476
1291,0.001340312
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0.001307072
1304,0.094730394
1305,0.194698065
1306,0.433548229
1307,0.673065067
1308,0.710795058
1309,0.757156472
1310,0.657912503
1311,0.575188566
1312,0.568700174
1313,0.360318084
1314,0.126758739
1315,0.001714325
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0.001640098
1328,0.1450656
1329,0.306700587
1330,0.545589588
1331,0.536763114
1332,0.743781437
1333,0.826618296
1334,0.799298856
1335,0.693462643
1336,0.577407043
1337,0.371323136
1338,0.135608568
1339,0.001298641
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0.002764206
1352,0.105944128
1353,0.214249676
1354,0.47851874
1355,0.625177445
1356,0.747508282
1357,0.794564114
1358,0.820370236
1359,0.704979692
1360,0.545561489
1361,0.398437561
1362,0.122445738
1363,0.000704442
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0.001277583
1376,0.135215618
1377,0.299215835
1378,0.492698904
1379,0.670704329
1380,0.763668253
1381,0.706971117
1382,0.749346992
1383,0.617937982
1384,0.552500151
1385,0.37511783
1386,0.140753847
1387,0.001425876
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0.002900257
1400,0.112943522
1401,0.240099467
1402,0.555682441
1403,0.589166651
1404,0.671426059
1405,0.818568192
1406,0.774395099
1407,0.60592461
1408,0.461731847
1409,0.349144195
1410,0.137566713
1411,0.003719693
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0.003292786
1424,0.100453226
1425,0.328277738
1426,0.450450257
1427,0.478304675
1428,0.656637389
1429,0.817851039
1430,0.626804494
1431,0.634740458
1432,0.558381574
1433,0.353152987
1434,0.108366141
1435,0.002229151
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0.000816968
1448,0.137314807
1449,0.308652539
1450,0.595359755
1451,0.682724214
1452,0.633728102
1453,0.689567121
1454,0.796318383
1455,0.654539094
1456,0.515398848
1457,0.385855468
1458,0.134700637
1459,0.000344814
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0.001841928
1472,0.13047573
1473,0.32874511
1474,0.556754969
1475,0.635028984
1476,0.720679368
1477,0.776621899
1478,0.720005179
1479,0.661359055
1480,0.524683052
1481,0.340920912
1482,0.129405139
1483,0.000861576
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0.001329491
1496,0.116182402
1497,0.292309182
1498,0.33652057
1499,0.667787496
1500,0.673868478
1501,0.788842609
1502,0.708328829
1503,0.711633911
1504,0.546777463
1505,0.356499779
1506,0.131905983
1507,0.000197786
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0.00273829
1520,0.090739498
1521,0.232097659
1522,0.532722294
1523,0.552460113
1524,0.617646556
1525,0.71258559
1526,0.725040986
1527,0.706937946
1528,0.428378328
1529,0.32807879
1530,0.113481614
1531,0.000279818
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,0.00420113
1544,0.110570474
1545,0.189624942
1546,0.445407249
1547,0.512026724
1548,0.792656484
1549,0.62276309
1550,0.632878394
1551,0.615849078
1552,0.400556804
1553,0.167879167
1554,0.10837679
1555,0.00119234
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0.001454381
1568,0.146603144
1569,0.361012565
1570,0.514308422
1571,0.711147153
1572,0.77353883
1573,0.788506732
1574,0.758366667
1575,0.69598621
1576,0.464923778
1577,0.350285798
1578,0.114063953
1579,0.000245284
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0.003866999
1592,0.101262367
1593,0.365483
1594,0.554691952
1595,0.644630402
1596,0.460926915
1597,0.619602707
1598,0.684831159
1599,0.678104981
1600,0.560723027
1601,0.322274553
1602,0.121959865
1603,0.000292049
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0.003168884
1616,0.088736211
1617,0.204902432
1618,0.503741499
1619,0.673042613
1620,0.771821784
1621,0.81532541
1622,0.778700924
1623,0.709680971
1624,0.55371984
1625,0.340996412
1626,0.109025922
1627,0.000258911
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0.002851638
1640,0.13898518
1641,0.227592964
1642,0.395615017
1643,0.44436007
1644,0.710437705
1645,0.799181078
1646,0.807871114
1647,0.682018737
1648,0.501658694
1649,0.294245799
1650,0.118229468
1651,0.000250335
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0.002189768
1664,0.091901485
1665,0.258785858
1666,0.317658669
1667,0.683232144
1668,0.686038397
1669,0.762790759
1670,0.701458131
1671,0.690028521
1672,0.493903043
1673,0.272922349
1674,0.086639155
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0.002222432
1688,0.110244289
1689,0.303930876
1690,0.450427046
1691,0.66297402
1692,0.506189342
1693,0.797152128
1694,0.765591582
1695,0.693620051
1696,0.537371793
1697,0.320786328
1698,0.114230859
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,0.002337351
1712,0.146978974
1713,0.344374054
1714,0.58089288
1715,0.645765777
1716,0.718677291
1717,0.829965367
1718,0.709056308
1719,0.684335694
1720,0.480270487
1721,0.269085772
1722,0.10505141
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,0
1735,0.004757607
1736,0.162279103
1737,0.346904794
1738,0.525322571
1739,0.575119116
1740,0.698978268
1741,0.597782023
1742,0.793098946
1743,0.675619994
1744,0.577707179
1745,0.336799048
1746,0.089548609
1747,0.000704455
1748,0
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0.003082431
1760,0.07172106
1761,0.26942728
1762,0.372858378
1763,0.70583498
1764,0.698484815
1765,0.700621603
1766,0.632827185
1767,0.452127859
1768,0.453683522
1769,0.308773044
1770,0.08856751
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0.002765954
1784,0.087053601
1785,0.200171684
1786,0.308829186
1787,0.540326233
1788,0.720332348
1789,0.739453345
1790,0.710848749
1791,0.644491822
1792,0.526031013
1793,0.352945536
1794,0.116800771
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0.003196527
1808,0.101631128
1809,0.211314781
1810,0.43468871
1811,0.560376247
1812,0.531474871
1813,0.761715232
1814,0.77624504
1815,0.442721284
1816,0.411080238
1817,0.250170777
1818,0.125543943
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,0.004496407
1832,0.129572819
1833,0.297471363
1834,0.547554267
1835,0.595331779
1836,0.790381297
1837,0.797511116
1838,0.716420158
1839,0.651339801
1840,0.439757224
1841,0.336437205
1842,0.102115478
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0.003533298
1856,0.114462367
1857,0.352036258
1858,0.589542911
1859,0.522830385
1860,0.744063121
1861,0.66577387
1862,0.783174582
1863,0.628697562
1864,0.426671273
1865,0.323660849
1866,0.064427922
1867,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,0.003792949
1880,0.160493063
1881,0.355154532
1882,0.553562826
1883,0.680792074
1884,0.686224619
1885,0.757890258
1886,0.781491101
1887,0.679004586
1888,0.51803188
1889,0.324441176
1890,0.110740463
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0.003858657
1904,0.139811533
1905,0.265511009
1906,0.470708711
1907,0.4539885
1908,0.781536159
1909,0.65190132
1910,0.70707909
1911,0.670474488
1912,0.471626868
1913,0.314333868
1914,0.105901404
1915,0.000225938
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0.002218751
1928,0.106853167
1929,0.369420884
1930,0.551528508
1931,0.633072511
1932,0.53376137
1933,0.538106098
1934,0.560829551
1935,0.493437085
1936,0.434174809
1937,0.180216425
1938,0.053935858
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0.007791667
1952,0.123636373
1953,0.244956571
1954,0.448878199
1955,0.630345766
1956,0.758399251
1957,0.734512421
1958,0.771491541
1959,0.678163268
1960,0.52943222
1961,0.32784644
1962,0.096829103
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0.006381077
1976,0.087079969
1977,0.248341395
1978,0.383163958
1979,0.681075069
1980,0.66442897
1981,0.713213431
1982,0.628960267
1983,0.657038613
1984,0.314345913
1985,0.215255182
1986,0.070750128
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0.003926249
2000,0.159612146
2001,0.346621303
2002,0.465350448
2003,0.672281771
2004,0.691365498
2005,0.838145334
2006,0.661287114
2007,0.553190471
2008,0.599140632
2009,0.289883454
2010,0.065483474
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,0.004274848
2024,0.087007554
2025,0.323024879
2026,0.443004739
2027,0.574048034
2028,0.51015233
2029,0.566963301
2030,0.587204342
2031,0.635185356
2032,0.489488591
2033,0.243199377
2034,0.060251471
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0.008519172
2048,0.165674993
2049,0.324226684
2050,0.580921371
2051,0.41779322
2052,0.724777567
2053,0.732159086
2054,0.65299619
2055,0.636035104
2056,0.506287128
2057,0.326607437
2058,0.062814841
2059,0
2060,0
2061,0
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,0.006456727
2072,0.14598161
2073,0.363899991
2074,0.453526967
2075,0.431659683
2076,0.459619444
2077,0.460391607
2078,0.662207794
2079,0.463916282
2080,0.374722522
2081,0.139699548
2082,0.059026528
2083,0
2084,0
2085,0
2086,0
2087,0
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,0
2095,0.004686476
2096,0.151414759
2097,0.266735392
2098,0.445074158
2099,0.484331637
2100,0.687253074
2101,0.78624382
2102,0.65046815
2103,0.685828913
2104,0.32023445
2105,0.243224328
